,Unnamed: 0,mapping,epap,user,meaning,meaning_status,similarity
0,0,False,False,b,False,False,0.8783237381175525
1,1,True,True,delete task C from the model,"The modification means that the task labeled ""C"" will be removed from the BPMN process model.",True,0.9730769230769231
2,2,False,False,forward false without any tasks,False,False,0.8783237381175525
3,3,True,False,remove task C so that its branch connects directly to task D,,False,0.8783237381175525
4,4,True,False,"In the new model, if task A is false, task D should be done directly.","The modification means that if the condition for task A is not met, the process should proceed directly to task D.",True,0.9473684210526315
5,5,True,False,"Please remove task C so that if task A returns ""false"" the process directly continues with task D. ","The user wants to remove the branch that starts with task C, so that if task A returns ""false"", the process will directly proceed to task D, bypassing any tasks that were previously between A and D.",True,1.0
6,6,True,True,Remove task C from the model,The modification means: Delete the specific task labeled 'C' from the BPMN process model.,True,1.0
7,7,True,False,"Remove task C in the false-path of the or-gate and make the path directly point to the closing or-gate. The true-path of the or-gate, including task B, should not be changed.","The modification means: Remove the branch containing task C that originates from the false path of the OR gateway. After removal, connect the flow directly to the subsequent OR gateway, ensuring the true path with task B remains unaltered.",True,1.0
8,8,True,False,remove task c keep and rejoin the false branch,,True,1.0
9,9,True,False,Remove task C. We do not need to do an additional task if the status is false after task A.,"The modification means that the task C, which was performed when the status was false after task A, has been removed from the process.",True,1.0
10,10,True,False,Remove task C and connect the gateways in the case of false ,"The modification means that the task labeled ""C"" will be removed from the process model. If this task is part of a branch within a gateway, this branch will be deleted. If the branch is the only one within a set of gateways, those gateways will be removed to simplify the model, and the remaining branches will be connected directly to handle the false case.",True,0.86084142394822
11,11,True,False,"instead of task C, add a condition where if false, continue to the second X","The modification means that instead of performing task C, a decision point is added. If the condition at this decision point is false, the process will proceed to the second occurrence of task X.",True,0.8193905525926353
12,12,True,True,delete task c,"The task ""C"" will be removed from the process model.",True,0.9730769230769231
13,13,True,False,"remove option of task C, leave the ""false path"" as option without a task","The modification means that the branch containing task C within a gateway will be entirely removed, and the ""false"" path will remain as an option but will not lead to any task.",True,1.0
14,14,True,False,"Please remove task C, but leave the false connection.","The meaning of the modification is:

""Remove the branch that contains Task C, but retain the sequence flow representing the false (No) path.""",True,1.0
15,15,True,False,in case of false no taskC gets now executed,"The modification means that if the condition in the conditional branch is false, then taskC will no longer be executed.",True,1.0
16,16,True,False,Task C should be removed from the false OR Gateway path,"The branch containing Task C in the false path of the OR Gateway should be deleted, simplifying the process flow by removing this branch.",True,0.9730769230769231
17,17,True,False,"In the 'OR split' after 'task A', remove the transition 'task C' and its edges, insert the edge 'false' between 'OR split' and 'Or join' in its place.","The modification means that in the process model, the branch containing 'task C' following the 'OR split' after 'task A' will be removed. Instead of transitioning to 'task C', the process will now flow directly from the 'OR split' to the 'OR join' along a new edge labeled 'false'.",True,1.0
18,18,True,False,Remove task C while maintaining the false path,"The modification means that the task C will be removed from the process, and the sequence flow that bypasses task C (the false path) will be maintained to ensure the process can still continue without task C.",True,1.0
19,19,True,False,Please remove task c from the model but keep the connection between the gateways,"The modification means that the task ""C"" will be removed from the process model, and the sequence flow that connects the gateways surrounding task ""C"" will be maintained to ensure the process continues without task ""C"".",True,1.0
20,20,True,False,"remove task C, keep conditional branch (empty)","The modification means that the task C will be removed from the process model, and the conditional branch that task C was a part of will be kept but will be empty, indicating that there is no activity happening on that branch.",True,0.0
21,21,True,True,please remove task C while keeping the connection with condition of false.,"The task ""C"" will be removed from the process, and any sequence flow with a condition of ""false"" connected to it will be preserved and appropriately redirected to maintain the process continuity.",True,1.0
22,22,True,False,Please remove task C. We do now go directly into the second XOR if the first XOR is false.,"The modification means that the task ""C"" will be removed from the process. If the condition at the first exclusive gateway (XOR) is false, the process will now proceed directly to the second exclusive gateway (XOR), bypassing any activities that were previously between the two gateways.",True,1.0
23,23,True,True,Removing a task,NA.,True,0.8783237381175525
24,24,True,True,remove task C ,"""The task 'C' will be removed from the process model.""",True,1.0
25,25,True,False,Remove task C such that no task is executed in the false-branch. ,"The modification means that the task ""C"" will be removed from the process model, and as a result, no task will be executed in the false-branch of the gateway where task ""C"" was located. This change will simplify the process by eliminating the false-branch path.",True,0.9730769230769231
26,26,True,True,Delete task C. Do not make any other changes.,The modification means: Remove task C from the process model without affecting any other parts of the process.,True,0.9730769230769231
27,27,True,False,remove task C such that after task A is suceded by task D when the condition is false,"The modification means: Remove the branch containing task C from the gateway following task A. After task A, if the condition is false, the process should proceed directly to task D instead of task C.",True,0.9473684210526315
28,28,True,True,remove task C,"""The task 'C' will be removed from the process model.""",True,0.9730769230769231
29,29,True,False,"Delete task C, so that in case of ""false"" the path goes directly to the closing OR-gateway.","The modification means that the task C will be removed from the process model. As a result, when the flow encounters a ""false"" condition, it will proceed directly to the closing OR-gateway, bypassing any activities that were previously part of the branch that included task C.",True,1.0
30,30,True,True,Task C has to be removed,"The task ""Task C"" will be removed from the process model.",True,0.9730769230769231
31,31,True,False,"Instead of task C, connect both gateways directly.","The modification means that the branch containing task C, which is located between two gateways, will be removed. The gateways will be directly connected to each other, bypassing task C and any other activities within that branch.",True,1.0
32,32,True,True,Remove task C.,"The task ""C"" and any subsequent tasks that depend on it will be removed from the process. Any branches or merges related to task ""C"" will also be eliminated, simplifying the process flow accordingly.",True,0.86084142394822
33,33,True,False,"Replace Task C with a direct connection to the Merge-Gateway, which is used when the Split Gateway evaluates to false.","The modification means that the branch containing Task C, which starts from the Split Gateway and ends at the Merge Gateway, will be removed. If Task C is the only activity in that branch, the branch will be deleted, and the Split Gateway will be connected directly to the Merge Gateway for the scenario when the Split Gateway evaluates to false.",True,1.0
34,34,True,True,Remove task C,"The task ""C"" will be removed from the process model.",True,1.0
35,35,True,False,"Remove Task C, when task A is true ",The modification means: Remove the entire branch that starts with Task C when the condition associated with Task A is true.,True,0.9730769230769231
36,36,True,False,"Task C is removed, meaning a false task A, won't execute a task C anymore.",,True,0.9730769230769231
37,37,True,False,Delete task C and adapt the conditional logic ,,True,0.9730769230769231
38,38,True,True,Removing task C. ,"""The task 'C' will be removed from the process model.""",True,1.0
39,39,True,False,remove task c form the false path,"The modification means: ""Remove the entire branch that contains task 'C' from the false path of the gateway.""",True,0.9730769230769231
40,40,True,False,"If the result of condition X is false, then no task C is executed any more. ",The modification means that task C will only be executed if the result of condition X is true.,True,0.8377664839807817
41,41,True,True,delete task c while keeping the entire structure elsewise in the excactly same manner,"The modification means: Remove task ""C"" from the process while keeping the rest of the process structure unchanged.",True,0.9730769230769231
42,42,True,True,Please remove task C from the model,"The task ""C"" will be removed from the process model.",True,1.0
43,43,True,True,Remove Task C,"The task ""Task C"" will be removed from the process model.",True,1.0
44,44,True,False,"Please change the true and false regulation of our first exclusive gateway to directly connect to the second exclusive gateway by removing task C. THe direct connection to our second exclusive gateway should be ""false"". ","The condition of the first exclusive gateway will be updated such that the ""false"" path will now directly connect to the second exclusive gateway, bypassing task C.",True,1.0
45,45,True,True,Please remove the task C ,"The task ""C"" will be removed from the process model.",True,0.9730769230769231
46,46,True,True,Delete the task C,"The task ""C"" will be removed from the process model.",True,0.9730769230769231
47,47,True,False,Remove task C but maintain the decision before task B,"The modification means: ""Remove the entire branch that starts with task C, but keep the decision gateway before task B intact.""",True,0.9730769230769231
48,48,True,False,Remove Task c and instead skip to Task d If false,"The modification means that Task C will be removed from the process. Instead, the process will skip directly to Task D if the condition in the conditional branch is false.",True,1.0
49,49,True,False,"remove task C, if X false then next X",NA.,True,0.8783237381175525
50,50,True,True,please remove task C from the model.,"The modification means: Delete the task labeled ""C"" from the BPMN process model.",True,0.9730769230769231
51,51,True,False,Remove task C from the false branch.,"The modification means: ""Remove the entire false branch that contains task C, and if this branch is part of a gateway, flatten the hierarchy accordingly.""",True,0.86084142394822
