,Unnamed: 0,mapping,epap,user,meaning,meaning_status,similarity
0,0,False,False,g,False,False,0.8609867777949273
1,1,True,True,Add a loop after the closing XOR gateway. The loop is exited if a condition is true and a further iteration is performed if a condition is false. Then include task D in the loop so that it can be executed between 1 and n times.,"The modification means that task D will now be repeated within a loop until a specific condition is met. This loop will be placed after the existing XOR gateway, allowing task D to be executed multiple times (between 1 and n times) based on the evaluation of the condition.",True,0.9233193277310923
2,2,True,False,"add an node, which directs false before task D","The modification means that a new gateway node has been added to the process model. This gateway will evaluate a condition just before task D. If the condition is not met (false), it will direct the flow accordingly.",True,0.8896678214795192
3,3,True,True,task D should be in a loop where it has to be executed at least once,"The modification means that task D will now be repeated in a loop, with a minimum of one execution. The loop will continue to execute task D until a certain condition is met, allowing for multiple iterations.",True,0.9233193277310923
4,4,True,True,"In the new model, if task D is false, task D will be repeated again.",The modification means that task D will now be repeated in a loop until it is completed successfully.,True,0.9233193277310923
5,5,True,True,"Please add two if-else-blocks, one before task D and one after task D that form a loop which, when turned true exists and while false feeds back the input to task D. ","The modification means that a loop structure will be added to the process model, enclosing task D. This loop will allow for the repeated execution of task D between 1 and N times. Before task D, an if-else gateway will evaluate a condition. If the condition is true, the process will exit the loop. If the condition is false, the process will feed back to task D, allowing it to repeat. After task D, another if-else gateway will perform the same evaluation, determining whether to exit or repeat the loop.",True,0.9233193277310923
6,6,True,False,Do task D only when condition is true,The modification means that task D will now only be executed if a specific condition is met within a conditional branch.,True,0.8609867777949273
7,7,True,True,"Relocate task D and insert two or-gates, a opening one and a closing one. After the already existing closing or-gate I want you to insert the following structure: First, add the closing or-gate followed by task D. After that there is the opening or-gate with a condition check. If the condition is true, continue with the end of the process. If the condition is false, the process should go to the closing or-gate without any task being done. Therefore the process 'jumps' back and will continue with task D again. ","The modification means that task D will now be repeated in a loop until a certain condition is met. After completing task D, the process will check a condition. If the condition is true, the process will end. If the condition is false, the process will repeat task D.",True,0.9233193277310923
8,8,True,True,when the branch after task D is false repeat task D,"The modification means that after task D is completed, if the condition evaluated is false, task D will be repeated. This loop will continue until the condition evaluated after task D is true.",True,0.9233193277310923
9,9,True,True,"Add a check with possible loop after task D, if the status after task D is false, Task D needs to be repeated ","The modification means that after Task D is completed, a condition will be checked. If the condition is not met (status is false), Task D will be repeated until the condition is satisfied.",True,0.9233193277310923
10,10,True,True,implement a second gateway which does task d as long as the gateway decision is false,,True,0.9233193277310923
11,11,True,True,"add two more X's before and after task D. If the condition after the second X is true, then reach the output, if false then return back to the X before task D.","The modification means that a loop structure is added to the process model, allowing for the repeated execution of a sequence starting with a new task (represented by the first 'X') followed by task D and then another new task (represented by the second 'X'). If the condition after the second 'X' is true, the process exits the loop; if false, the process returns to the first 'X' to repeat the sequence.",True,0.7579075349399181
12,12,True,False,"add an xor gate before and after task d, return to the gate before task d if the gate after task b is false","The modification means that a decision point (XOR gateway) will be added before and after task ""d"". If the decision after task ""b"" evaluates to false, the process will loop back to the decision point before task ""d"".",True,0.9455145844799119
13,13,True,True,"add an or gateway after task D, with a condition allowing the process to loop back to before task D","The modification means that after task D is completed, there is now an option to repeat the process starting from task D based on certain conditions.",True,0.9233193277310923
14,14,True,True,Please add a loop around task D directly after the end of the current one executes task D first and then loops in case the condition is not fulfilled and terminated in the true case.,,True,0.9233193277310923
15,15,False,False,boolean evaluation of result of taskD,False,False,0.8609867777949273
16,16,True,True,"Task D should at least be executed one time, but can als be executed several times","The modification means that Task D will now be executed within a loop, ensuring it is performed at least once but can be repeated multiple times as needed.",True,0.9233193277310923
17,17,True,True,"After 'OR join', add a loop around 'task D', so that 'task D' can be executed at least one time, using the 'OR' operator.  If the condition in OR split is  'true' after executing 'task D' for the first time, the process should end, otherwise 'task D' should be executed again. ","The modification means that 'task D' will be repeated in a loop until a condition evaluated using the 'OR' operator is true. Once the condition is true, the process will end; otherwise, 'task D' will be executed again.",True,0.8084733893557422
18,18,True,False,Introduce a choice node before the final state which goes to final with true and to task D with false.,"The modification means that a decision point has been added just before the end of the process. If the condition at this decision point is true, the process will proceed to the end. If the condition is false, the process will instead go to a task labeled ""D"".",True,0.872702286415244
19,19,True,False,Please insert a xor gateway before task D. Then insert a xor gateway after task D which is connected to the previous xor if it evaluates to false and connected to the end if it evaluates to true,"The modification means that a decision point is being added before task D. If the condition at this decision point is met, task D will be performed; otherwise, task D will be skipped, and the process will proceed directly to the end.",True,0.9233193277310923
20,20,True,False,embed task D into loop,"The modification means that task D will now be repeated between 0 and N times, instead of being executed only once.",True,0.9233193277310923
21,21,True,True,"please put task D in a self loop after the previous exclusive choice where the minimum occurrence of task D is 1, if false, execute the loop otherwise it reaches the end of the process. ","The modification means that task D will be repeated in a loop until a certain condition is met. After completing the previous exclusive choice, task D will be executed at least once. If the condition for repeating the loop is true, task D will be executed again. If the condition is false, the loop will end, and the process will proceed to the end.",True,0.9233193277310923
22,22,True,True,Add a loop in front of the sink target where task D is repeatedly executed if the condition is false. ,The modification means that task D will be repeatedly executed in a loop until a certain condition becomes true.,True,0.9233193277310923
23,23,True,True,Go back when false after task d,"The meaning of the modification is:

After completing task ""d"", if the condition is false, the process will loop back to repeat certain tasks. This allows for the repetition of a specific sequence of tasks until the condition becomes true.",True,0.9618347338935573
24,24,True,True,add a loop surrounding task D using a gate. the task D should be triggered either way and only in the false branch it should jump back,"The modification means that task D will be repeated in a loop until a certain condition is met. After task D, there is a gate that evaluates a condition. If the condition is true, the process continues. If the condition is false, the process jumps back to repeat task D.",True,0.9233193277310923
25,25,True,True,"Task D should be repeated, if a condition is false.",The modification means that Task D will now be repeated in a loop until a specific condition becomes true.,True,0.9233193277310923
26,26,True,True,"Add a exclusive gateway directly after ""task D"". If the condition evaluates to false execute again ""task D"" and the condition must be evaluated again. If the condition is evaluated to true then the process ends. Do not make any other changes.","The modification means that after completing ""task D,"" the process will check a condition. If the condition is not met (evaluates to false), ""task D"" will be repeated and the condition will be re-evaluated. This loop will continue until the condition is met (evaluates to true), at which point the process will end.",True,0.9233193277310923
27,27,True,True,wrap task D inside a while loop,The task D will now repeatedly execute until a certain condition is met.,True,0.9233193277310923
28,28,True,True,Create a Loop around task D. task D must be executed at least once.,"The modification means that task D will now be repeated in a loop, executing at least once and potentially multiple times until a certain condition is met.",True,0.9233193277310923
29,29,True,False,"Add an OR-Gateway before and after task D, if the desicion point after task D is true, it goes to END, if it is false it goes to the OR-Gateway before task D. ",,True,0.9233193277310923
30,30,True,False,Task D has to be done correctly to complete the process,NA.,True,0.8609867777949273
31,31,True,False,"Before and after ""task D"", insert respective gateways. The first inserted gateway should flow through ""task D"" into the second inserted gateway.
Insert to exclusive gateways around task D. The second gateway, after task D, should be connected to both the termination event and the first inserted gateway.",,True,0.8609867777949273
32,32,True,True,"Replace task D with a conditional loop, where the false branch contains task D and the true branch ends the process. Task D must always be executed at least once.","The modification means that task D will now be repeated in a loop until a certain condition is met. After each execution of task D, a decision will be made. If the condition is not met (false branch), task D will be executed again. If the condition is met (true branch), the process will end. Task D will always be executed at least once before the condition is evaluated.",True,0.9233193277310923
