,ids,similarity
0,0,0.0
1,1,0.9233193277310923
2,2,0.8257575757575758
3,3,0.9233193277310923
4,4,0.8429217548620535
5,5,0.8622897246330226
6,6,0.88322026232474
7,7,0.7407407407407407
8,8,0.9233193277310923
9,9,0.9233193277310923
10,10,0.9233193277310923
11,11,1.0
12,12,0.9818381948266374
13,13,0.8084733893557422
14,14,0.9233193277310923
15,15,0.8896678214795192
16,16,0.9233193277310923
17,17,0.8084733893557422
18,18,0.9233193277310923
19,19,1.0
20,20,0.9618347338935573
21,21,0.9233193277310923
22,22,0.9233193277310923
23,23,0.88322026232474
24,24,0.9629629629629629
25,25,0.9233193277310923
26,26,0.9233193277310923
27,27,0.9618347338935573
28,28,0.9233193277310923
29,29,0.7407407407407407
30,30,0.7784508926274633
31,31,1.0
32,32,0.9233193277310923
33,33,0.9233193277310923
34,34,0.8084733893557422
35,35,0.9814671814671814
36,36,0.8609867777949273
37,37,0.872702286415244
38,38,0.8609867777949273
39,39,0.9618347338935573
40,40,0.928855721393035
41,41,1.0
42,42,0.9233193277310923
43,43,0.8896678214795192
44,44,0.9618347338935573
45,45,0.9629629629629629
46,46,0.7862106740611413
47,47,0.9233193277310923
48,48,0.9233193277310923
49,49,0.9233193277310923
50,50,0.9233193277310923
51,51,0.9233193277310923
52,52,0.9233193277310923
53,53,0.7465554749818709
54,54,0.9618347338935573
55,55,0.9233193277310923
56,56,0.9233193277310923
57,57,0.9233193277310923
58,58,0.9233193277310923
59,59,1.0
60,60,0.9233193277310923
61,61,0.7852567457078936
62,62,0.9233193277310923
63,63,0.9233193277310923
