,ids,similarity
0,0,0.0
1,1,1.0
2,2,0.7862106740611413
3,3,0.0
4,4,0.9233193277310923
5,5,0.9124050599586674
6,6,0.9017338066574061
7,7,0.7407407407407407
8,8,0.9017338066574061
9,9,0.8084733893557422
10,10,0.9233193277310923
11,11,1.0
12,12,1.0
13,13,0.88322026232474
14,14,0.9057896539910929
15,15,0.9017338066574061
16,16,0.88322026232474
17,17,0.7407407407407407
18,18,0.9233193277310923
19,19,1.0
20,20,0.8679536679536679
21,21,0.9233193277310923
22,22,0.9057915057915057
23,23,0.9017338066574061
24,24,0.0
25,25,0.9233193277310923
26,26,0.9233193277310923
27,27,0.9233193277310923
28,28,0.872702286415244
29,29,0.8084733893557422
30,30,0.9017338066574061
31,31,1.0
32,32,0.9618347338935573
33,33,0.9233193277310923
34,34,0.7836965294592413
35,35,0.9017338066574061
36,36,0.9233193277310923
37,37,0.7862106740611413
38,38,0.9017338066574061
39,39,1.0
40,40,0.9233193277310923
41,41,0.0
42,42,0.9618347338935573
43,43,0.9233193277310923
44,44,0.9259259259259259
45,45,0.8967641701489338
46,46,0.8096076434356662
47,47,0.7862106740611413
48,48,0.9233193277310923
49,49,0.8164458695468736
50,50,0.9233193277310923
51,51,0.8896678214795192
52,52,0.9233193277310923
53,53,0.6296296296296297
54,54,1.0
55,55,0.9415760212714527
56,56,0.9233193277310923
57,57,1.0
58,58,0.9017338066574061
59,59,0.9618347338935573
60,60,0.9820062977957715
61,61,0.88322026232474
62,62,0.9233193277310923
63,63,0.88322026232474
