,ids,similarity
0,0,0.0
1,1,0.8636363636363636
2,2,0.5252144082332763
3,3,0.0
4,4,0.8447797967354481
5,5,1.0
6,6,0.7653194263363755
7,7,0.6363636363636364
8,8,0.5211403583496605
9,9,0.5692307692307692
10,10,0.5252144082332763
11,11,0.5252144082332763
12,12,1.0
13,13,1.0
14,14,0.9090909090909091
15,15,0.5211403583496605
16,16,0.5252144082332763
17,17,1.0
18,18,0.8636363636363636
19,19,1.0
20,20,0.8636363636363636
21,21,1.0
22,22,1.0
23,23,0.5692307692307692
24,24,0.5252144082332763
25,25,0.6330092246322613
26,26,1.0
27,27,1.0
28,28,0.43086009597637503
29,29,0.6363636363636364
30,30,0.8636363636363636
31,31,0.5252144082332763
32,32,1.0
33,33,1.0
34,34,0.6363636363636364
35,35,0.0
36,36,0.8447797967354481
37,37,1.0
38,38,0.5252144082332763
39,39,1.0
40,40,0.5252144082332763
41,41,0.4566037735849057
42,42,0.8589743589743589
43,43,0.5252144082332763
44,44,0.0
45,45,0.8589743589743589
46,46,0.8571428571428571
47,47,0.5211403583496605
48,48,0.41097308488612844
49,49,0.9334770557437636
50,50,0.6095467953875033
51,51,0.8636363636363636
52,52,1.0
53,53,0.6363636363636364
54,54,0.8636363636363636
55,55,0.8636363636363636
56,56,1.0
57,57,1.0
58,58,0.5692307692307692
59,59,0.5252144082332763
60,60,0.8636363636363636
61,61,0.5446500402252615
62,62,0.5252144082332763
63,63,1.0
