,ids,similarity
0,0,0.0
1,1,0.9730769230769231
2,2,1.0
3,3,1.0
4,4,0.9232876712328766
5,5,1.0
6,6,0.9730769230769231
7,7,1.0
8,8,1.0
9,9,1.0
10,10,1.0
11,11,0.9507829977628636
12,12,0.9730769230769231
13,13,1.0
14,14,1.0
15,15,1.0
16,16,1.0
17,17,1.0
18,18,1.0
19,19,1.0
20,20,1.0
21,21,1.0
22,22,1.0
23,23,0.8421052631578947
24,24,0.9730769230769231
25,25,1.0
26,26,0.9730769230769231
27,27,0.9473684210526315
28,28,0.9730769230769231
29,29,1.0
30,30,0.9730769230769231
31,31,1.0
32,32,0.9730769230769231
33,33,1.0
34,34,0.9730769230769231
35,35,1.0
36,36,1.0
37,37,1.0
38,38,0.9730769230769231
39,39,1.0
40,40,1.0
41,41,1.0
42,42,0.9730769230769231
43,43,0.9730769230769231
44,44,1.0
45,45,0.9730769230769231
46,46,0.9730769230769231
47,47,1.0
48,48,0.9473684210526315
49,49,1.0
50,50,0.9730769230769231
51,51,1.0
52,52,0.9232876712328766
53,53,1.0
54,54,1.0
55,55,1.0
56,56,1.0
57,57,1.0
58,58,1.0
59,59,0.9730769230769231
60,60,1.0
61,61,0.9730769230769231
62,62,0.9730769230769231
63,63,0.9730769230769231
