,ids,similarity
0,0,0.0
1,1,0.9233193277310923
2,2,0.9233193277310923
3,3,0.9618347338935573
4,4,0.9233193277310923
5,5,0.9162637362637363
6,6,0.8609867777949273
7,7,0.7407407407407407
8,8,0.9233193277310923
9,9,0.0
10,10,0.9024897268552091
11,11,1.0
12,12,1.0
13,13,0.9233193277310923
14,14,0.9415760212714527
15,15,0.0
16,16,0.9057915057915057
17,17,0.8084733893557422
18,18,0.9233193277310923
19,19,0.9124050599586674
20,20,0.9233193277310923
21,21,0.9235187697874265
22,22,0.9233193277310923
23,23,0.9233193277310923
24,24,0.9618347338935573
25,25,0.88322026232474
26,26,0.9618347338935573
27,27,0.9233193277310923
28,28,0.9618347338935573
29,29,0.7407407407407407
30,30,0.8609867777949273
31,31,0.9233193277310923
32,32,0.9618347338935573
33,33,0.9629629629629629
34,34,0.7274353329664281
35,35,0.8890590320194078
36,36,0.8896678214795192
37,37,0.872702286415244
38,38,0.8609867777949273
39,39,0.9233193277310923
40,40,0.9436293436293436
41,41,0.9233193277310923
42,42,0.9618347338935573
43,43,0.88322026232474
44,44,0.9618347338935573
45,45,1.0
46,46,0.9233193277310923
47,47,0.9233193277310923
48,48,0.9618347338935573
49,49,0.9618347338935573
50,50,0.9024897268552091
51,51,0.9233193277310923
52,52,0.9233193277310923
53,53,0.9618347338935573
54,54,0.9436293436293436
55,55,0.9233193277310923
56,56,0.8490582566798074
57,57,0.8462885154061625
58,58,0.8609867777949273
59,59,1.0
60,60,1.0
61,61,0.853475935828877
62,62,0.9618347338935573
63,63,0.9233193277310923
