,Unnamed: 0,mapping,epap,user,meaning,meaning_status,similarity
0,0,False,False,k,False,False,0.5252144082332763
1,1,True,True,Merge the whole XOR and task D into a subprocess F.,Encapsulate the XOR gateway and task D into a new subprocess named F.,True,0.5794871794871795
2,2,True,True,change all to one subprocess F except the task A,"The modification means that all elements in the existing process, except for task A, are encapsulated into a single subprocess named F.",True,0.5794871794871795
3,3,True,True,create subprocess F and replace everything after task A with it,Replace all elements following task A with a new subprocess named F.,True,1.0
4,4,True,False,"In the new model, after task A, there is one subprocess F.",A new subprocess F has been inserted after task A.,True,0.5794871794871795
5,5,True,False,Keep only task A and let it follow a sub-process F.,Keep only task A and let it follow a sub-process F.,True,1.0
6,6,True,True,"Combine tasks B, C, and D into subprocess F ","Combine tasks B, C, and D into subprocess F.",True,0.8076923076923077
7,7,True,False,"Remove the or-block of the input process model, including the two or-gates and both task B and C, and replace it with a task called 'subprocess F'. Furthermore remove task D. The resulting proces model only consists of the start and end event as well as task A followed by subprocess F.","The process model now consists of the start event, followed by task A, then subprocess F, and finally the end event.",True,1.0
8,8,True,True,encapsulate everything after task A in subproces F,Encapsulate all elements following task A into a new subprocess named F.,True,0.5794871794871795
9,9,True,True,"Move everything after task a into a separate subprocess F, which then included the Or Condition,Task B, Task C and Task D","The process fragment starting after Task A, which includes the OR condition, Task B, Task C, and Task D, is encapsulated into a separate subprocess named Subprocess F.",True,1.0
10,10,True,True,group everything except task a into a subprocess F,"Encapsulate all elements of the process, except for task a, into a new subprocess named F.",True,0.5794871794871795
11,11,True,True,"Call the process coming after task A subprocess F, and while presenting the flow, use subprocess F for notation.",Extract the process fragment following task A and encapsulate it in a separate subprocess named F.,True,0.0
12,12,True,True,summarize everything after task a into subprocess f,Summarize all elements following task a into subprocess f.,True,1.0
13,13,True,True,remove the optional paths B and C as well as D and make a subprocess F out of them,"Extract the optional paths B, C, and D from the existing process and encapsulate them into a separate subprocess named F.",True,0.0
14,14,True,True,Please replace the current condition with a subprocess F.,,True,0.0
15,15,True,True,subprocess introduced for taskB and C incl. the boolean operator,"A subprocess has been introduced to encapsulate task B and task C, including the boolean operator connecting them.",True,0.5670673076923077
16,16,True,True,Summarize everything after task A into an Subprocess.,Summarize all tasks and events following task A into a Subprocess.,True,1.0
17,17,True,False,"After 'task A' and before the 'end place', replace all elements with a transition 'subprocess F'.",Replace all elements after 'task A' and before the 'end place' with a transition to 'subprocess F'.,True,1.0
18,18,True,True,Introduce a subprocess F instead of all tasks after task A,All tasks following task A are now encapsulated within a new subprocess named F.,True,0.5794871794871795
19,19,True,True,Please summarize the xor section together with task D to a subprocess F and insert it into the model.,The XOR section together with Task D will be summarized into a new subprocess named Subprocess F and inserted into the model.,True,1.0
20,20,True,True,embed XOR block containing tasks B and C as well as task D into complex task with label subprocess F,"The XOR block containing tasks B and C, as well as task D, is encapsulated into a new sub process labeled as subprocess F.",True,0.5794871794871795
21,21,True,True,"please only keep the start, end and task A in the model, and then add subprocess F after task A.","The process will now start, execute task A, then proceed to subprocess F, and finally end.",True,1.0
22,22,True,True,Make everything besides task A into a subprocess F,Everything besides task A is encapsulated into a subprocess named F.,True,1.0
23,23,True,True,Creating a subprocess for tasks b - d,"A subprocess has been created to encapsulate tasks b, c, and d.",True,0.49333333333333335
24,24,False,False,.,False,False,0.5252144082332763
25,25,True,True,Abstract the XOR fragment and task D into a subprocess F. ,The XOR fragment and task D are encapsulated into a separate subprocess named F.,True,0.4666872068741228
26,26,True,False,"Now directly after task A we have ""subprocess F"". Please delete all the rest. ","All tasks and elements following task A are removed, and subprocess F is placed directly after task A.",True,1.0
27,27,True,False,"fuck the original process. create a new process with task A at the beginning, followed by subprocess F.",,True,1.0
28,28,True,True,transform everything except task A into a subprocess,"Transform all elements of the process, except task A, into a separate subprocess.",True,0.0
29,29,True,True,"Simplify the process to only show task A and the rest as ""subprocess F"".","Task A will be shown explicitly, and the remaining process will be encapsulated in a separate subprocess named ""subprocess F"".",True,1.0
30,30,True,False,"Please insert subprocess F after task A and remove task B, C and D","Insert subprocess F after task A and remove tasks B, C, and D.",True,1.0
31,31,True,True,"Store all operations after task A with a new task called ""subprocess F"".","All operations following task A are encapsulated into a new sub process named ""subprocess F"".",True,0.5794871794871795
32,32,True,False,Replace everything except task A with a subprocess F.,"Replace the entire process, except for task A, with subprocess F.",True,1.0
33,33,True,True,Display the process from the Split Gateway to the end of the process as subprocess F,The process fragment from the Split Gateway to the end of the process is encapsulated in a separate subprocess named F.,True,0.5794871794871795
34,34,True,False,After task A add subprocess F. Then end the process. Remove all other tasks.,Remove all tasks except task A. Add subprocess F after task A. End the process after subprocess F.,True,1.0
