,Unnamed: 0,mapping,epap,user,meaning,meaning_status,similarity
0,0,False,False,t,False,False,0.6363636363636364
1,1,True,True,Change the XOR to a parallel flow.,Replace the XOR gateway with a parallel gateway.,True,1.0
2,2,True,False,make no more conditions for the task B and C,Remove all transition conditions for tasks B and C.,True,0.6363636363636364
3,3,True,False,"both task B and task C should be executed in parallel, rather than only one being executed",Task B and task C will now be executed in parallel instead of sequentially.,True,0.8945716709075487
4,4,True,False,"In the new model, the true or false conditions will be changed to other conditions",The true or false conditions in the process transitions will be updated to other specified conditions.,True,0.6363636363636364
5,5,False,False,-,False,False,0.6363636363636364
6,6,True,False,Replace multiplications with additions,,False,0.6363636363636364
7,7,True,True,Replace the or-gates with and-gates and therefore also remove the conditions. The rest of the structure should stay the same.,Replace the OR gateways with AND gateways and remove the conditions. The rest of the structure remains unchanged.,True,1.0
8,8,True,True,replace or with and,Replace the existing OR gateways with AND gateways in the specified fragment.,True,1.0
9,9,True,False,Change the or condition to an and condition. After task A both Task B and Task C should be done and not only one of those ,"The condition after Task A has been updated so that both Task B and Task C must be completed, instead of only one of them.",True,1.0
10,10,True,True,change the exclusive gateway into a parallel one,Change the exclusive gateway into a parallel gateway.,True,1.0
11,11,True,True,Replace X steps with + steps in the flow. While there is a condition inside first X determining the path task B or task D there is no condition from first + to Task B or C. This time they are alternate paths to each other. After task B or task C meet at second + following by task D.,"Replace the exclusive gateways with parallel gateways in the specified fragment. The condition determining the path to task B or task D is removed, making tasks B and C alternate paths. After task B or task C, they converge at the second parallel gateway, followed by task D.",True,1.0
12,12,True,True,change xor gates to and gates,Change exclusive gateways to parallel gateways.,True,1.0
13,13,True,True,change the or operators into and operators,Replace the OR gateways with AND gateways.,True,1.0
14,14,True,True,Please change the XOR condition to an AND condition.,Change the XOR gateway to an AND gateway.,True,1.0
15,15,True,True,change of exclusive operator to inclusive operator ,Replace the exclusive gateway with an inclusive gateway.,True,0.6363636363636364
16,16,True,True,Replace the OR Gateway with an AND Gateway,Replace the OR Gateway with an AND Gateway.,True,1.0
17,17,True,True,"Remove annotations of ""OR split"". Replace ""OR split"" and ""OR join"" with 'AND split' and ""AND join"".","The ""OR split"" and ""OR join"" gateways are replaced with ""AND split"" and ""AND join"" gateways, and the annotations of ""OR split"" are removed.",True,1.0
18,18,True,False,Replace the split lane with one for parallel processed,,True,1.0
19,19,True,True,Please swap the xor with a parallel gatway,Replace the XOR gateway with a parallel gateway.,True,1.0
