,Unnamed: 0,mapping,epap,user,meaning,meaning_status,similarity
0,0,False,False,a,False,False,0.8937277578444173
1,1,True,False,delete task E from the model,Delete task E from the model.,True,0.8937277578444173
2,2,True,False,"after task C in the false bracket, append task E","After task C, if the condition evaluates to false, task E will be executed.",True,0.980426272292301
3,3,True,True,create task E and make it follow task C only,Insert a new task E immediately after task C.,True,1.0
4,4,True,False,"In the new model, if task A is false, 2 tasks should be done: task C and task E.","If task A is false, then task C and task E should be performed.",True,0.941278816876903
5,5,True,True,"Please add another task (task E) in the ""false""-branch directly after task C. ","Add a new task, named ""task E,"" immediately after ""task C"" in the ""false"" branch.",True,1.0
6,6,True,True,Add task E to the model after task C,Insert a new task E immediately after task C.,True,1.0
7,7,True,True,"Insert a task E immediately after task C. After that the closing or-gate should follow. The other path of the or-gate, including task B, should not be changed.","Insert a task E immediately after task C. After that, the closing OR-gate should follow. The other path of the OR-gate, including task B, should not be changed.",True,1.0
8,8,True,True,Add a task E following task C before the join clause,Add a task E immediately after task C and before the join clause.,True,1.0
9,9,True,False,"Add a task E after task C. The reason is that if after task a the status is false we need to do task c first and then immediately afterwards task E, task E is not needed if after task A the status is true.",Embed task E after task C in a conditional branch where task E is executed only if the status after task A is false.,True,1.0
10,10,True,False,Remove task E,"Remove the task labeled ""E"" from the process model.",True,0.8937277578444173
11,11,True,True,please add one more step after task c and before arriving into X,Add a new step after task C and before task X.,True,0.88
12,12,True,True,Add task E after task C,Add a new task E immediately after task C.,True,1.0
13,13,True,True,append a task E following task C ,Insert a new task E immediately after task C.,True,1.0
14,14,True,True,Please add task E directly after task C,Add task E immediately following task C.,True,1.0
15,15,True,False,Task E was added for the case taskQ evaluated to false ,Task E is executed when taskQ evaluates to false.,True,0.96
16,16,True,True,"Aditionally, the new model should have a task E after task C in the flase OR Gateway path",Insert a new task E after task C in the false path of the OR Gateway.,True,1.0
17,17,True,True,"In the 'OR split' after 'task A', insert a transition 'task E' after 'task C' and its corresponding edges.",Insert 'task E' after 'task C' in the 'OR split' following 'task A'.,True,1.0
18,18,True,True,Add task E directly after task C,Add a new task E immediately following task C.,True,1.0
19,19,True,True,Please insert a task E between task C and the closing XOR ,Insert a task E between task C and the closing XOR.,True,1.0
20,20,True,True,insert task E after task C and before XOR gateway (join),Insert task E after task C and before the XOR gateway (join).,True,1.0
21,21,True,True,please insert an additional task E immediately after task C.,Insert an additional task E immediately after task C.,True,1.0
22,22,True,True,Please add task E behind Task C before going into the XOR,Insert Task E immediately after Task C and before the XOR gateway.,True,1.0
23,23,True,True,Adding a task,,True,1.0
24,24,True,True,Please add another Task E directly following the Task C in the False Branch of the Gate. ,Add a new Task E directly after Task C in the False Branch of the Gateway.,True,1.0
25,25,True,True,Add task E directly after task C before the XOR join. ,Task E is added directly after task C and before the XOR join.,True,1.0
26,26,True,True,Directly after task C add task E. Do not make any other changes.,Insert task E directly after task C.,True,1.0
27,27,True,True,Add task E after task C.,Add a new task E immediately after task C.,True,1.0
28,28,True,True,Insert a task E between task C and the Exclusive gateway,Insert a task E between task C and the Exclusive gateway.,True,1.0
29,29,True,True,Add an additional task E directly after task C and before the closing of the OR-gateway.,Add a new task E directly after task C and before the closing of the OR-gateway.,True,1.0
30,30,True,True,Please insert Task E after Task C,Insert Task E directly after Task C.,True,1.0
31,31,True,True,"After task C, insert a new task E.",Insert a new task E after task C.,True,1.0
32,32,True,True,"Add a new task E after task C, before the two branches converge.","Add a new task E after task C, before the two branches converge.",True,1.0
33,33,True,True,Add a Task E after Task C but Before the XOR-Merge Gate,A new Task E is added after Task C and before the XOR-Merge Gateway.,True,1.0
34,34,True,False,"After executing task A, a condition is executed. If false, complete task C and add a new task E. If the condition is true, complete task B and contniue as stated in the graph","After executing task A, a condition is evaluated. If the condition is false, complete task C and then add a new task E. If the condition is true, complete task B and continue as stated in the graph.",True,1.0
35,35,True,True,Include Task E after Task C in the path before the merger to Task D,Insert Task E after Task C before merging to Task D.,True,1.0
36,36,True,False,"Task E is added, which means in case of a false Task A, task C and E should be executed","In case Task A is false, Task C and Task E should be executed.",True,0.941278816876903
37,37,True,True,Add a task called task E directly following task C with the same conditional logic  ,Add a task called task E directly following task C with the same conditional logic.,True,1.0
38,38,True,True,Adding a task E after task C. ,Insert a new task E immediately after task C.,True,1.0
39,39,True,False,"the ""false"" path should include a task E after task C","A task E is added after task C in the ""false"" path of the conditional branch.",True,1.0
40,40,True,False,"Task E is added, following task C, in case task condition","Task E is added to the process, following task C, but only if a specific condition is met.",True,0.9064638783269963
41,41,True,True,after task a if it results in a false value we do task c and then go back to task d after which the entire model ends. I want to add a second task e which takes place after task c and before we go into task d,Insert task e after task c and before task d in the process flow.,True,1.0
42,42,True,True,"Please add a new task called ""task E"" that should be executed after task C","Insert a new task called ""task E"" to be executed immediately after task C.",True,1.0
43,43,True,True,Add task E,,True,1.0
44,44,True,True,"Add a new Task called ""task E"" following task C and connect only task E to the exclusive gateway. ","Insert a new task called ""task E"" immediately after task C, and connect task E to the exclusive gateway.",True,1.0
