,Unnamed: 0,mapping,epap,user,meaning,meaning_status,similarity
0,0,False,False,y,False,False,0.0
1,1,True,True,Change the conditions of the XOR branches. The branch with task B should have the condition a>10 and the branch with task C should have the condition a<=10.,"Change the condition on the outgoing sequence flow of the XOR gateway preceding Task B to a > 10 and change the condition on the outgoing sequence flow of the XOR gateway preceding Task C to a <= 10.
",True,1.0
2,2,True,True,change the true to a bigger than 10 and false smaller or equal to 10,"Change the condition on a gateway from ""true"" to ""greater than 10"" and ""false"" to ""less than or equal to 10"".
",True,1.0
3,3,True,False,"task B should be executed if a > 10, else task C","Introduce a conditional gateway before tasks B and C. Task B should be executed if the condition ""a > 10"" is met. Otherwise, task C should be executed.
",True,1.0
4,4,True,True,"In the new model, the condition true and false should be changed as a > 10 and a <= 10.","Change the condition on the outgoing sequence flows of the exclusive gateway to ""a > 10"" and ""a <= 10"".
",True,1.0
5,5,True,True,"Task A outputs not an integer variable ""a"" instead of a boolean value. If a > 10 the condition should turn true an otherwise (a <= 10) false. ","Task A's output variable ""a"" should be changed from integer to boolean.  The condition ""a > 10"" should be replaced with ""a == true"".
",True,1.0
6,6,True,True,Replace true with a>10 and false with a<=10,"Change the condition on the outgoing flows of an exclusive gateway to 'a > 10' and 'a ≤ 10'.
",True,1.0
7,7,True,True,Please replace the conditions of the opening or-gate. Instead of the label 'true' that path should be used if variable a is greater than the value 10. Instead of the label 'false' the other path should be used if the variable a is smaller than or equal to the value 10. The rest should stay the same.,"Change the condition on the outgoing sequence flow of the OR gateway where the condition is currently 'true' to 'a > 10'. Change the condition on the other outgoing sequence flow to 'a ≤ 10'.
",True,1.0
8,8,True,True,Replace or condition at true with a>10 at false with a<=10,"Change the condition on an outgoing sequence flow from a gateway.  If the outgoing sequence flow currently has a condition 'true', replace it with 'a > 10'. If the outgoing sequence flow currently has a condition 'false', replace it with 'a <= 10'.
",True,1.0
9,9,True,True,Change condition from True and false to a>10 instead of true and a<=10 instead of false everything else keeps the same.,"Change the condition on an exclusive gateway.  If ""a"" is greater than 10, follow the first branch. If ""a"" is less than or equal to 10, follow the second branch.
",True,1.0
10,10,True,True,change the gateway decision based on task a from true to a>10 and false to a<=10,"Change the condition on the outgoing sequence flow from task 'a' where the condition is true to a > 10, and the condition where it is false to a ≤ 10.
",True,1.0
11,11,True,True,"Instead of the condition notation within X being true or false and making the control implicitly, explicitly check the condition. The condition is if variable a is ""more than 10"" or ""equal or less than 10"". If a is more than, then move to task B. If a is equal to or less than 10, then move to task C.","Explicitly define the gateway condition based on variable 'a': if 'a > 10' then proceed to Task B, otherwise (if 'a ≤ 10') proceed to Task C.
",True,1.0
12,12,True,True,change first xor gate's conditions to be a>10 for true and a<=10 for false,"Change the condition on the first exclusive gateway. If 'a' is greater than 10, follow the true path; otherwise, if 'a' is less than or equal to 10, follow the false path.
",True,1.0
13,13,True,True,"change the conditions for the options from ""true"" to ""a>10"" and ""false"" to ""a <= 10""","Change the condition on the outgoing sequence flows of an exclusive gateway from ""true"" to ""a > 10"" and from ""false"" to ""a ≤ 10"".
",True,1.0
14,14,True,True,Please replace the true check of the condition with the check a>10 and the false check with the check a<=10.,"Change the condition on the exclusive gateway to ""a > 10"" and the alternative path to ""a ≤ 10"".
",True,1.0
15,15,True,True,changed from true/false to check for specific value of a,"Update the condition on a sequence flow.
",True,1.0
16,16,True,True,The OR Gateway should replace true with a>10 and false with a <=10,"Change the condition on the outgoing sequence flows of the OR gateway to ""a > 10"" and ""a <= 10"".
",True,1.0
17,17,True,True,Replace the labels of the edges: Replace 'true' with 'a>10'. Replace 'false' with 'a<=10'. ,"Change the condition on the outgoing sequence flow from the exclusive gateway where the condition is currently 'true' to 'a>10', and change the condition on the outgoing sequence flow where the condition is currently 'false' to 'a<=10'.
",True,1.0
18,18,True,True,Replace the true condition wirh a>10 and false with a<=10,"Change the condition on the outgoing sequence flows of an exclusive gateway to 'a > 10' for one flow and 'a ≤ 10' for the other flow.
",True,1.0
19,19,True,True,please change the condition of the xor from true to a > 10 and from false to a <= 10,"Change the condition on the XOR gateway from ""true"" to ""a > 10"" and from ""false"" to ""a ≤ 10"".
",True,1.0
20,20,True,True,"update condition of edge (XOR-gateway (split), task B) to ""a>10"" and update condition of edge (XOR-gateway (split), task C) to ""a<=10""","Set the condition on the outgoing sequence flow from the XOR gateway to Task B to ""a > 10"" and set the condition on the outgoing sequence flow from the XOR gateway to Task C to ""a ≤ 10"".
",True,1.0
21,21,True,True,"please modify conditions for the xor path, i.e., change true to a>10, false to a<=10.","Change the condition on the outgoing sequence flow of the exclusive gateway where the condition is currently 'true' to 'a > 10', and change the condition on the outgoing sequence flow where the condition is currently 'false' to 'a ≤ 10'.
",True,1.0
22,22,True,True,Change the content of the first condition to true = a>10 and false a<= 10. ,"Change the condition of a gateway to ""a > 10"" and ""a <= 10"".
",True,1.0
23,23,True,True,Adding a condition,"NA
",True,1.0
24,24,False,False,.,False,False,0.0
25,25,True,True,Refine the true condition to a > 10 and the false condition to a<=10. ,"Change the condition on the exclusive gateway to ""a > 10"" for one branch and ""a ≤ 10"" for the other branch.
",True,1.0
26,26,True,True,Replace the gateway condition with a>10 and a<=10. In the first case Task B is executed. In the second case task C is executed.,"Change the gateway condition to evaluate variable ""a"". If ""a"" is greater than 10, execute Task B. If ""a"" is less than or equal to 10, execute Task C.
",True,1.0
27,27,True,True,change the conditions. replace true with a > 10 and replace false with a <= 10,"Change the condition ""true"" to ""a > 10"" and change the condition ""false"" to ""a <= 10"".
",True,1.0
28,28,True,True,"change the condition on the exclusive choice from true, false to a>10, a<=10","Change the condition on the exclusive gateway from true, false to a>10, a<=10.
",True,1.0
29,29,True,True,"Change the decision criteria in the OR-Gateway from true/false to ""a>10"" (instead of true) and ""a<=10"" (instead of false).","Change the condition on the outgoing sequence flow from the OR-Gateway where the condition is currently true to ""a>10"" and change the condition on the outgoing sequence flow from the OR-Gateway where the condition is currently false to ""a<=10"".
",True,1.0
30,30,True,True,Please exchange the condition true with a > 10 and false with a greater <= 10,"Change the condition on a gateway from ""true"" to ""a > 10"" and from ""false"" to ""a <= 10"".
",True,1.0
31,31,True,True,Replace the boolean condition of the first exclusive gateway to a>10 for true and a<=10 for false.,"Change the condition on the exclusive gateway to evaluate ""a > 10"" for the true path and ""a ≤ 10"" for the false path.
",True,1.0
32,32,True,True,"Replace the ""true"" label of the conditional branch with the label ""a > 10"", replace the ""false"" label of the conditional branch with the label ""a <= 10"".","Change the condition on the exclusive gateway from ""true/false"" to ""a > 10 / a <= 10"".
",True,1.0
33,33,True,True,Replace the conditions true with a>10 and falls with a<=10,"Change the condition on the outgoing sequence flow of an exclusive gateway from ""true"" to ""a > 10"" and from ""false"" to ""a ≤ 10"".
",True,1.0
34,34,True,True,Change the OR condition from true to a>10 and false= a<=10.,"Change the condition on an exclusive gateway to a>10 for one branch and a<=10 for the other branch.
",True,1.0
35,35,True,True,"task A returns true, of a>10 and false when a>=10 (true is task B and false taskC)","Task A's output determines the next task. If the variable 'a' is greater than 10, then Task B is performed. If 'a' is greater than or equal to 10, then Task C is performed.
",True,1.0
36,36,True,True,the condition is changed form a simple boolean to a comparison boolean,"Update the condition of a gateway.
",True,1.0
37,37,True,True,change the condtional check for true if a>10 and false fot a<=10,"Change the conditional check to be true if a > 10 and false if a ≤ 10.
",True,1.0
38,38,False,False,I don't know. ,False,False,0.0
39,39,True,True,replace true with a > 10 and false with a <= 10,"Change the condition on a gateway from ""true/false"" to ""a > 10 / a <= 10"".
",True,1.0
40,40,True,False,"Attribute a is evaluated. If it is >10 then task B follows, if a<=10, then task C. ","Introduce a conditional gateway based on the evaluation of attribute 'a'. If 'a' is greater than 10, proceed to task B; otherwise, proceed to task C.
",True,1.0
41,41,True,True,replace the conditions of the first exclusive gateway which is false and true atm with a>10 for true and a<=10 for false,"Change the conditions of an exclusive gateway. If the value of 'a' is greater than 10, take the 'true' path. If the value of 'a' is less than or equal to 10, take the 'false' path.
",True,1.0
