,Unnamed: 0,mapping,epap,user,meaning,meaning_status,similarity
0,0,False,False,l,False,False,0.8087860400642255
1,1,True,True,"Split ""task B & E"" into two subsequent activities which are called ""task B"" and ""task E"". Task B should be the first one, task E the second one.","The existing single activity named ""task B & E"" is replaced by a sequence of two distinct activities. The first activity in this sequence is named ""task B"", and it is followed by the second activity named ""task E"".",True,1.0
2,2,True,True,divide the combined task B & E into two separate ones,"The existing task named 'B & E' is replaced by a sequence of two new tasks: 'Task B' followed by 'Task E'. All incoming sequence flows to the original 'B & E' task are redirected to 'Task B', and all outgoing sequence flows from 'B & E' are now redirected from 'Task E'. A new sequence flow connects 'Task B' to 'Task E'.",True,1.0
3,3,True,True,"task B & E should be split into task B and task E, while remaining on their branch
task B should be executed before task E","An existing process fragment, currently identified as 'task B & E', is replaced by a sequence of two new process fragments. The first new fragment is 'task B', followed by the second new fragment 'task E'. Both 'task B' and 'task E' will remain within the same process branch as the original fragment.",True,1.0
4,4,True,False,"In the new model, the system executes tasks B, E in sequence.",,True,1.0
5,5,True,True,Separate the combined module of task B and task E into two individual modules task B and task E. ,"The existing process fragment, which conceptually or actually combined the functionality of 'task B' and 'task E', is now replaced by two distinct, sequentially ordered process fragments. The first new fragment represents 'task B', and it is followed by the second new fragment representing 'task E'.",True,1.0
6,6,True,True,Separate task B&E into task B and task E,"The existing task named ""B&E"" is replaced by a sequence of two new tasks. The first new task is named ""B"", and it is followed by the second new task named ""E"".",True,1.0
7,7,True,True,Split the task 'task B & E' into two single tasks 'task B' immediately followed by 'task E'. The rest of the process model should not be changed.,"The existing task 'task B & E' is replaced by a sequence of two tasks. The first new task is 'task B', which is immediately followed by the second new task, 'task E'. All incoming sequence flows to the original 'task B & E' are now directed to 'task B', and all outgoing sequence flows from the original 'task B & E' now originate from 'task E'.",True,1.0
8,8,True,True,split task B&E into task B and task E,"The existing task ""B&E"" is replaced by a sequence of two new tasks: ""task B"" followed by ""task E"".",True,1.0
9,9,True,True,Split Task B&E into two separate tasks Task B and Task E. Task B should be done first and then Task E should be done.,"The existing task ""Task B&E"" is replaced by a sequence of two new tasks: ""Task B"" followed by ""Task E"".",True,1.0
