,ids,similarity
0,0,0.5252144082332763
1,1,1.0
2,2,0.8084056603428537
3,3,0.8589743589743589
4,4,0.9334770557437636
5,5,1.0
6,6,0.7653194263363755
7,7,0.6363636363636364
8,8,0.6523248098810799
9,9,0.8084056603428537
10,10,0.8447797967354481
11,11,0.6029986962190352
12,12,1.0
13,13,0.9334770557437636
14,14,1.0
15,15,0.6512820512820514
16,16,0.8084056603428537
17,17,0.6363636363636364
18,18,1.0
19,19,0.8636363636363636
20,20,1.0
21,21,1.0
22,22,1.0
23,23,0.5692307692307692
24,24,0.5252144082332763
25,25,1.0
26,26,1.0
27,27,1.0
28,28,0.6512820512820514
29,29,0.6363636363636364
30,30,0.8589743589743589
31,31,0.8084056603428537
32,32,1.0
33,33,1.0
34,34,0.6363636363636364
35,35,1.0
36,36,0.8447797967354481
37,37,1.0
38,38,0.5252144082332763
39,39,1.0
40,40,0.5252144082332763
41,41,0.4566037735849057
42,42,0.8636363636363636
43,43,0.7092419522326063
44,44,0.5692307692307692
45,45,1.0
46,46,1.0
47,47,0.8084056603428537
48,48,0.5980952380952381
49,49,1.0
50,50,0.6523248098810799
51,51,1.0
52,52,1.0
53,53,0.6363636363636364
54,54,0.8084056603428537
55,55,0.8636363636363636
56,56,0.8084056603428537
57,57,1.0
58,58,0.5692307692307692
59,59,0.8084056603428537
60,60,0.8084056603428537
61,61,0.5592399403874815
62,62,0.5252144082332763
63,63,1.0
