,ids,similarity
0,0,0.9090909090909091
1,1,0.9778256852479212
2,2,1.0
3,3,0.9334770557437636
4,4,0.9090909090909091
5,5,1.0
6,6,1.0
7,7,1.0
8,8,1.0
9,9,0.9090909090909091
10,10,0.9572258533042847
11,11,1.0
12,12,0.9090909090909091
13,13,0.8783237381175525
14,14,0.9545454545454546
15,15,0.9090909090909091
16,16,1.0
17,17,0.9778256852479212
18,18,0.9545454545454546
19,19,1.0
20,20,1.0
21,21,0.9090909090909091
22,22,0.9778256852479212
23,23,1.0
24,24,0.9545454545454546
25,25,1.0
26,26,0.9334770557437636
27,27,0.9090909090909091
28,28,0.9545454545454546
29,29,0.8181818181818182
30,30,1.0
31,31,0.9545454545454546
32,32,1.0
33,33,0.8783237381175525
34,34,1.0
35,35,1.0
36,36,1.0
37,37,0.7387456912074909
38,38,0.9090909090909091
39,39,0.9090909090909091
40,40,0.8167483660130719
41,41,0.9068376068376068
42,42,1.0
43,43,0.9090909090909091
44,44,1.0
45,45,1.0
46,46,0.9090909090909091
47,47,1.0
48,48,0.8167483660130719
49,49,0.9545454545454546
50,50,0.9090909090909091
51,51,1.0
52,52,1.0
53,53,1.0
54,54,1.0
55,55,1.0
56,56,1.0
57,57,0.9778256852479212
58,58,1.0
59,59,0.9778256852479212
60,60,1.0
61,61,0.9545454545454546
62,62,1.0
63,63,0.8937277578444173
