,ids,similarity
0,0,0.5252144082332763
1,1,1.0
2,2,1.0
3,3,1.0
4,4,0.5794871794871795
5,5,1.0
6,6,0.8076923076923077
7,7,1.0
8,8,0.5794871794871795
9,9,0.5794871794871795
10,10,0.5794871794871795
11,11,0.5794871794871795
12,12,1.0
13,13,1.0
14,14,0.5069711538461539
15,15,0.5670673076923077
16,16,1.0
17,17,1.0
18,18,1.0
19,19,1.0
20,20,1.0
21,21,1.0
22,22,1.0
23,23,0.5794871794871795
24,24,0.5252144082332763
25,25,1.0
26,26,1.0
27,27,1.0
28,28,1.0
29,29,1.0
30,30,0.8076923076923077
31,31,1.0
32,32,1.0
33,33,0.8076923076923077
34,34,1.0
35,35,0.8076923076923077
36,36,0.5466050401672718
37,37,1.0
38,38,0.5252144082332763
39,39,0.6435897435897436
40,40,0.5794871794871795
41,41,1.0
42,42,1.0
43,43,1.0
44,44,0.5794871794871795
45,45,1.0
46,46,0.5794871794871795
47,47,1.0
48,48,1.0
49,49,1.0
50,50,1.0
51,51,1.0
52,52,1.0
53,53,1.0
54,54,0.5069711538461539
55,55,1.0
56,56,0.6089979550102249
57,57,0.0
58,58,0.625
59,59,1.0
60,60,0.5794871794871795
61,61,0.7320574162679426
62,62,0.5794871794871795
63,63,1.0
