,ids,similarity
0,0,0.6099502487562188
1,1,1.0
2,2,0.8054054054054054
3,3,1.0
4,4,0.6923076923076923
5,5,1.0
6,6,0.6099502487562188
7,7,1.0
8,8,0.8054054054054054
9,9,1.0
10,10,0.9285714285714286
11,11,1.0
12,12,0.0
13,13,1.0
14,14,0.6099502487562188
15,15,0.7264957264957264
16,16,0.8054054054054054
17,17,0.9037080945794638
18,18,0.8260736196319018
19,19,1.0
20,20,0.7627337201805287
21,21,1.0
22,22,1.0
23,23,0.7264957264957264
24,24,0.6099502487562188
25,25,1.0
26,26,1.0
27,27,1.0
28,28,1.0
29,29,1.0
30,30,1.0
31,31,1.0
32,32,0.8054054054054054
33,33,0.8974358974358974
34,34,0.8054054054054054
35,35,0.8054054054054054
36,36,0.9037080945794638
37,37,1.0
38,38,0.6099502487562188
39,39,1.0
40,40,0.8054054054054054
41,41,0.8974358974358974
42,42,0.7627337201805287
43,43,1.0
44,44,1.0
45,45,0.9285714285714286
46,46,0.7627337201805287
47,47,0.6099502487562188
48,48,0.8974358974358974
49,49,0.8054054054054054
50,50,1.0
51,51,1.0
52,52,0.7627337201805287
53,53,1.0
54,54,1.0
55,55,1.0
56,56,0.8814419225634178
57,57,1.0
58,58,0.7198879551820728
59,59,1.0
60,60,0.9285714285714286
61,61,0.7627337201805287
62,62,0.0
63,63,0.7198879551820728
