,ids,similarity
0,0,0.9017338066574061
1,1,0.9644417698878357
2,2,0.7862106740611413
3,3,0.9235187697874265
4,4,0.7682349296029338
5,5,0.83011583011583
6,6,0.9017338066574061
7,7,0.7407407407407407
8,8,0.7682349296029338
9,9,0.6436449681176103
10,10,0.9233193277310923
11,11,0.9629629629629629
12,12,0.9618347338935573
13,13,0.8320944638017809
14,14,0.9057896539910929
15,15,0.9017338066574061
16,16,0.8320944638017809
17,17,0.7407407407407407
18,18,0.872702286415244
19,19,1.0
20,20,0.9811579307982186
21,21,0.9233193277310923
22,22,0.9233193277310923
23,23,0.9017338066574061
24,24,0.9017338066574061
25,25,0.9235187697874265
26,26,0.9233193277310923
27,27,0.9618347338935573
28,28,0.872702286415244
29,29,0.8084733893557422
30,30,0.9017338066574061
31,31,0.9644417698878357
32,32,0.872702286415244
33,33,0.9618347338935573
34,34,0.9233193277310923
35,35,0.9017338066574061
36,36,0.9233193277310923
37,37,0.7862106740611413
38,38,0.9017338066574061
39,39,0.9818381948266374
40,40,0.9233193277310923
41,41,0.9259259259259259
42,42,0.9233193277310923
43,43,0.9233193277310923
44,44,0.9455145844799119
45,45,0.8138221365703474
46,46,0.8096076434356662
47,47,0.9233193277310923
48,48,0.9233193277310923
49,49,0.9629629629629629
50,50,0.9618347338935573
51,51,0.9818381948266374
52,52,0.9233193277310923
53,53,0.7637589433131535
54,54,1.0
55,55,0.9233193277310923
56,56,0.9233193277310923
57,57,0.9618347338935573
58,58,0.8279505182213307
59,59,0.8110255841980666
60,60,0.9434737923946557
61,61,0.9233193277310923
62,62,0.9233193277310923
63,63,0.9235187697874265
