,ids,similarity
0,0,0.8609867777949273
1,1,0.9618347338935573
2,2,0.9233193277310923
3,3,1.0
4,4,0.9233193277310923
5,5,0.9124050599586674
6,6,0.88322026232474
7,7,0.7407407407407407
8,8,0.8360956623594625
9,9,0.9618347338935573
10,10,0.9233193277310923
11,11,1.0
12,12,0.9818381948266374
13,13,0.9233193277310923
14,14,0.8573791241245464
15,15,0.88322026232474
16,16,0.9618347338935573
17,17,0.7407407407407407
18,18,0.9233193277310923
19,19,0.8772196553857495
20,20,0.9235187697874265
21,21,0.9235187697874265
22,22,0.9618347338935573
23,23,0.9233193277310923
24,24,0.9233193277310923
25,25,0.9235187697874265
26,26,0.9618347338935573
27,27,1.0
28,28,0.9818381948266374
29,29,0.7274353329664281
30,30,0.8609867777949273
31,31,1.0
32,32,0.9618347338935573
33,33,0.9233193277310923
34,34,0.9233193277310923
35,35,0.9233193277310923
36,36,0.9233193277310923
37,37,0.9455145844799119
38,38,0.8609867777949273
39,39,0.9436293436293436
40,40,0.7795140561777066
41,41,0.9057915057915057
42,42,0.9618347338935573
43,43,0.88322026232474
44,44,0.9818381948266374
45,45,0.8340203274985883
46,46,0.7937669376693767
47,47,1.0
48,48,0.9618347338935573
49,49,0.8540213854021385
50,50,0.9233193277310923
51,51,0.9233193277310923
52,52,0.88322026232474
53,53,0.9235187697874265
54,54,0.9618347338935573
55,55,0.9233193277310923
56,56,0.872702286415244
57,57,0.9618347338935573
58,58,0.88322026232474
59,59,0.9233193277310923
60,60,0.9455145844799119
61,61,0.8211654970626759
62,62,0.9618347338935573
63,63,0.9233193277310923
