,mapping,epap,user,meaning
0,False,False,l,False
1,True,True,"Split ""task B & E"" into two subsequent activities which are called ""task B"" and ""task E"". Task B should be the first one, task E the second one.","The task ""task B & E"" is split into two sequential activities: ""task B"" followed by ""task E""."
2,True,True,divide the combined task B & E into two separate ones,The combined task B & E should be divided into two separate tasks: task B and task E.
3,True,True,"task B & E should be split into task B and task E, while remaining on their branch
task B should be executed before task E","AP15: Split Process Fragment. Splits an existing process fragment into a sequence of multiple separate new process fragments.

Task B and task E should be executed sequentially on their branch, with task B being executed before task E."
4,True,False,"In the new model, the system executes tasks B, E in sequence.",NA
5,True,True,Separate the combined module of task B and task E into two individual modules task B and task E. ,NA.
6,True,True,Separate task B&E into task B and task E,NA.
7,True,True,Split the task 'task B & E' into two single tasks 'task B' immediately followed by 'task E'. The rest of the process model should not be changed.,"The task 'task B & E' will be divided into two separate tasks, 'task B' and 'task E', with 'task B' being immediately followed by 'task E'."
8,True,True,split task B&E into task B and task E,NA.
9,True,True,Split Task B&E into two separate tasks Task B and Task E. Task B should be done first and then Task E should be done.,"The user wants to divide the current task labeled ""Task B&E"" into two distinct tasks, ""Task B"" and ""Task E."" These tasks should be executed sequentially, with ""Task B"" being performed first, followed by ""Task E."""
10,True,True,split task b & e into two separate tasks called task b and task e where task b comes first,NA
11,True,False,"Instead of task B & E notation following X being true, clearly indicate that task B follows task E, and they are separate tasks.",NA.
12,True,True,deconstruct task b&e to individual tasks task b and task e,"Sure, let's break down the tasks B and E individually:

**Task B:**
""Move the 'Order Processing' activity to occur after the 'Payment Confirmation' activity.""

**Task E:**
""If 'Order Value' is greater than $100, then add a new activity 'Apply Discount' before 'Order Confirmation'.""

Please confirm if you would like to proceed with the evaluation and interpretation of these modifications."
13,True,True,"separate the task ""B&E"" into two subsequent distinct tasks",NA.
14,True,False,Please separate task B and task E in two separate tasks. Execute E after B.,NA.
15,True,True,taskB&E got separated in separate tasks,NA.
16,True,False,uncombine task B&E; Execute them each at a time,NA.
17,True,False,"Replace 'task B & E' with ''task B'. In the 'OR split' after 'task B', insert a transition 'task E' after 'task B' and its corresponding edges.",NA
18,True,True,Split task B & E into 2 tasks,NA.
19,True,True,"please split the task ""task B & E"" into two seperate tasks ""ask B and task E",NA
20,True,True,"split task task B & E into a sequence of two tasks, i.e., task B followed by task E",NA.
21,False,False,"please split task B & E into two tasks, i.e., remove task B & E first and add task B if condition is true and task E is immediately followed by task B.",False
