,mapping,epap,user,meaning
0,False,False,h,False
1,True,True,Introduce a parallel flow which starts before the opening XOR gateway and merges after the closing XOR gateway. Then move task D into this newly created parallel flow so that it is executed in parallel to the whole XOR.,"The modification means that task D, which was previously part of a sequential flow, will now be executed in parallel with the existing sequence of activities that are controlled by the XOR gateways. This change allows task D to occur simultaneously with the other tasks managed by the XOR gateways, rather than waiting for them to complete."
2,True,True,make out of task D an parrallel task after task A,"The modification means that task D, which was originally performed after task A in sequence, should now be executed in parallel with task A.

Explanation:

The change pattern AP9 - Parallelize Process Fragments aims to convert sequential tasks into parallel tasks. In this context, the modification specifies that task D, which was initially designed to follow task A sequentially, should now be performed concurrently with task A. This change promotes parallel processing, potentially enhancing efficiency by allowing both tasks to be executed simultaneously rather than one after the other."
3,True,False,"create task D and create a new branch after task A, so that task D can be executed instead of task B and C","The modification means that a new task, Task D, has been created and a new branch has been added after Task A. This new branch allows for the execution of Task D instead of Tasks B and C, based on a certain condition."
4,True,False,"In the new model, after task A, if one condition is filled, task D will be done, then the system finishes.","The modification means that after completing task A, there is a decision point where if a specific condition is met, task D will be executed. After completing task D, the process ends."
5,True,False,Please remove task D from its current location. Add an if-else-block richt after task A and right after the in originally second if-else-block. Connect the two new if-else blocks with task D.,NA
6,False,False,-,False
7,True,False,"Relocate task D and insert two gates, an opening and-gate and a closing and-gate. After task A the opening and-gate with two paths should follow. One path is the or-block of the input process model without any changes, meaning that the or-gate is immediately following after the opening and-gate. The second path of the freshly inserted opening and-gate directs to task D being performed. After that, both paths meet each other again in the closing and-gate. In the resulting process model task D only appears in the second and-gate path since it was relocated.","The modification means that task D is moved to a new position in the process. After completing task A, the process now splits into two parallel paths at an opening AND-gate. One path continues with the original OR-block from the input process model, while the second path leads to the execution of task D. After both paths are completed, they synchronize at a closing AND-gate. Task D is only present in the second path of the AND-gate and has been removed from its original position."
8,True,False,Add an and branch after task A containing task D rejoin after or or task B and C,NA.
9,True,True,"Add an AND condition after task A. Additionally to the current chain, a task D should be done.","The modification means that after Task A is completed, both the existing sequence of tasks and a new Task D will be executed in parallel."
10,True,True,add a parallel gateway after task A which does task D parallel to the existing pm and reconnects before the end event,"The modification means that after Task A is completed, Task D and the existing process will be executed simultaneously, in parallel paths. These parallel paths will synchronize and rejoin just before the end event."
11,True,False,"after task A and right before the output, add the plus step. Task D follows the first plus and leads to the second plus as an alternate path for reaching the output . ","The modification means: After completing Task A and before reaching the output, a new task called ""plus"" is added. If Task D follows the first ""plus"" task, it will lead to a second ""plus"" task as an alternative path to reach the output."
12,True,False,"add and gate after task a, change task d for and gate. connect new and gates with the execution of task b in between them",NA
13,True,True,"add another ""and"" (parallel) gateway after task A which executes task D to ensure that task D is performed in parallel to optional gate B or C","The modification means that after Task A is completed, Task D will now be performed in parallel with either Task B or Task C, depending on which path is chosen at the optional gateway."
14,True,True,Please add an add construct after task A which runs task D in parallel to the current condition.,"The modification means that after completing task A, task D should start and run simultaneously with the existing tasks that currently follow task A."
15,True,False,loop gets introduced,"The modification means that a loop has been introduced into the process model, which allows a specific process fragment to repeat between 0 and N times before proceeding."
16,True,True,Task D can be executed in paralell to the OR Gateway,"The modification means that Task D, which previously had to wait for the OR gateway's completion, can now be performed simultaneously with the OR gateway's evaluation."
17,True,False,"Before the 'OR split' and after 'task A', add a 'AND split' followed by 'task D', and 'AND join'. 'AND join' should be between 'OR join' and 'end place'.","The modification means:

After completing 'task A', the process will now always perform 'task D' in parallel with the existing branch that leads to the 'OR split'. The process will then synchronize at the 'AND join' before proceeding to the 'OR join' and subsequently to the 'end place'."
18,True,True,Introduce task D as a parallel path directly after task A,"The modification means that task D will now start immediately after task A, simultaneously with the existing tasks that follow task A, rather than waiting for those tasks to complete."
19,True,True,Please insert a parallel after task A. The parallel has two branches. Branch 1 is the previous xor section and Branch 2 contains only task D.Both branches are connected with a closing parallel which is inserted before the end,"The modification means that after completing task A, two branches will now execute simultaneously. The first branch will perform the existing exclusive (XOR) section, while the second branch will execute task D. Once both branches are complete, the process will proceed to the end."
20,True,True,insert task D parallel to task B and task C,"The modification means that a new task, Task D, has been added to the process model and should be executed concurrently with both Task B and Task C, rather than sequentially."
21,True,True,"please add a parallel path after task A where task D is moved to one branch of this parallel path, and the other branch is connected to the original exclusive choice.","The modification means that after completing Task A, two branches will now run simultaneously. One branch will directly proceed with Task D, while the other branch will continue with the original exclusive choice path that existed before the change."
22,True,True,Add a parallel process including only task D after task a which is then added to the other flow right in front of the target.,NA.
23,True,False,And gate?,NA.
24,True,True,add a parallel gate before the exclusive gate. the parallel gate should introduce task D and conclude right before the stop token,"The modification introduces parallel execution of a new task, Task D, alongside the existing sequence of tasks. This parallelization starts before the exclusive gate and Task D completes just before the process ends."
25,True,True,Task D is in parallel to both task B and C instead of following B and C.,"Task D, which previously followed tasks B and C in sequence, has been modified to run concurrently with both tasks B and C."
26,True,True,Task D should be executed on parallel to the exclusive gateway branch. ,"The modification means that Task D, which was previously executed in sequence with the branches of the exclusive gateway, should now be executed in parallel with those branches."
27,True,True,put a parallel around the condition where the condition is one branch of the parallel and the other branch consists of task D,"The modification means that a parallel gateway will be introduced to execute both the condition and task D concurrently, instead of sequentially."
28,True,True,Task D should be executed in parallel the the exclusive choice block,"The modification means that Task D, which was previously executed in sequence with an exclusive choice block (decision point), should now be executed simultaneously with that exclusive choice block."
29,True,False,"Add an AND-Gateway after task A and before END, they are connected and between them is task D.  ","A new parallel gateway (AND-gateway) is added after task A and before the end event. Task D is inserted between the parallel gateway and the end event, and all elements are properly connected."
30,True,False,You can either complete task D or you have to complete Task B or C according to Task A,"The meaning of the modification is:

After completing Task A, the process will branch conditionally. One branch will lead to completing Task D, while the other branch will lead to a choice between completing Task B or Task C."
31,True,True,Insert two parallel gateways. One after task A and one right before the termination event. Both of these parallel gateways should be connected through task D.,The modification means that Task A will now be followed by two parallel paths: one leading to Task D and the other bypassing Task D. Both paths will then synchronize just before the process termination event.
32,True,False,"Remove task D. After task A add an unconditional branch. One of the branches leads to the rest of the diagram, the other contains task D and converges with the other branch before the end of the diagram.",The modification means that task D is now optional and will only be executed under certain conditions after task A.
33,True,True,Add a parallel Task D where the Split happens after Task a and ist joined before the end of the process,"The modification means that a new task, Task D, will be added to the process model and will run in parallel with the existing tasks that follow Task A. The process will split into parallel branches after Task A completes, and all parallel branches, including the new Task D, will need to finish before the process can proceed to its end."
34,True,False,"If condition neither true or false, then execute task D and end the process",NA
35,True,False,"If b, c or d return true, the output should be true ","The modification means that a new conditional branch has been added to the process. This branch checks if any of the conditions b, c, or d is true. If at least one of these conditions is met, the process will proceed to output true."
