,mapping,epap,user,meaning
0,False,False,e,False
1,True,True,swap the positions of tasks A and B,The positions of tasks A and B in the process have been interchanged.
2,True,True,change task A into task B and task B into task A,The tasks A and B are swapped in the process sequence.
3,True,True,swap task A with task B,"The meaning of the modification is: ""Replace task A with task B, and replace task B with task A."""
4,True,False,"In the new model, task B should be checked, if true, task A will be done.","The modification means that a decision point has been added to the process. If the condition (task B) is evaluated as true, then task A will be executed."
5,True,True,Please switch task A and task B.,"The tasks ""A"" and ""B"" will exchange their positions in the process flow."
6,True,True,Switch task A and task B,"The tasks ""A"" and ""B"" will exchange their positions in the process flow."
7,True,True,Swap task A with task B. Don't change the rest of the structure.,"The tasks ""A"" and ""B"" will exchange their positions within the process flow, with task ""A"" taking the position of task ""B"" and vice versa, while the rest of the process structure remains unchanged."
8,True,True,switch task A and task B,"The tasks ""A"" and ""B"" will have their positions interchanged in the process flow."
9,True,True,Switch task b and task a. Task B should be the first task in the chain and task A is exclusive to if the status is true.,"The modification means that Task B will now be the first task in the sequence, and Task A will follow Task B only if a certain condition (status is true) is met."
10,True,True,switch the positions of task b and task a with each other,"The positions of ""Task A"" and ""Task B"" have been interchanged."
11,True,True,swap the positions of task A and task B while everything stays the same,"The positions of Task A and Task B in the process sequence are interchanged, with no other changes to the model."
12,True,True,change task a and task b's position for each other,"The tasks ""Task A"" and ""Task B"" have switched places in the process sequence."
13,True,True,swap tasks A and B,The tasks A and B have been interchanged in the process sequence.
14,True,True,Please exchange task A and task B with each other.,"The tasks ""A"" and ""B"" will swap places in the process model."
15,True,True,taskA and Task B were interchanged ,"The tasks ""taskA"" and ""Task B"" have been swapped in the process sequence."
16,True,True,Task A and B should be switched,"The tasks labeled ""A"" and ""B"" will exchange their positions in the process sequence."
17,False,False,Swap the labels 'task A' and 'task B'.,False
18,True,True,Switch task A with task B,"The meaning of the modification is: ""Replace task A with task B, and replace task B with task A."""
19,True,True,Please swap task A with task B,"The meaning of the modification is: ""Replace task A with task B and replace task B with task A."""
20,True,True,swap task and task B,"The tasks ""task A"" and ""task B"" will exchange their positions within the process flow."
21,True,True,please swap task A and task B.,"The meaning of the modification is: ""Interchange the positions of 'Task A' and 'Task B' in the process model."""
22,True,True,exchange task A and task B,"The tasks ""A"" and ""B"" will exchange their positions in the process flow."
23,True,True,Switching task a and b,"The tasks ""a"" and ""b"" will exchange their positions in the process sequence."
24,False,False,"rename Task A to task B and task A to task B, essentially changing the 2 tasks",False
25,True,True,Switch task A and B,"The tasks ""A"" and ""B"" will exchange their positions in the process sequence."
26,False,False,"Swap the label between ""task A"" and ""task B"". Do not make any other changes.",False
27,True,False,"at the start, add task B. replace task B inside the conditional branch with task A.",NA.
28,True,True,Switch task A and task B,"The tasks ""A"" and ""B"" will exchange their positions in the process sequence."
29,True,True,"Switch tasks A and B, so the first task in the process is task B. ","The modification means that the positions of task A and task B in the process sequence are swapped, so task B is executed before task A."
30,True,True,Please exchange Task A with Task B and vice versa,"The meaning of the modification is: ""Replace Task A with Task B and replace Task B with Task A."""
31,True,True,Switch task A and task B.,"The tasks ""A"" and ""B"" will exchange their positions in the process flow."
32,True,True,Switch the places of tasks A and B.,"The tasks ""A"" and ""B"" will exchange their positions in the process sequence."
33,False,False,Replace the Name of Task A with Task B and Task B with Task A,False
34,True,True,"Replace task A with task B, and task B with task A","The modification means that the positions of task A and task B in the process flow are swapped; wherever task A was performed, task B will now be performed instead, and vice versa."
35,True,True,switch the place of task a and b ,"The tasks ""a"" and ""b"" will exchange their positions in the process sequence."
36,True,False,"Task A is replaced by B, and the conditionally B in case of a true task A, is not replaced by A.",NA.
37,True,True,swap task a and task b with the same conditional logic ,"The modification means that the positions of ""Task A"" and ""Task B"" in the process model should be interchanged, while keeping their conditional logic unchanged."
38,True,True,Switching the spots of task A and B. ,"The tasks ""A"" and ""B"" will exchange their positions in the process sequence."
39,True,True,exchange task A and task B ,"The tasks ""A"" and ""B"" will have their positions interchanged within the process flow."
40,True,False,"In this case task B will be firstly executed. Then condition X will be checked. If true, task A follows. ","The modification means that the process will first execute task B. After completing task B, it will evaluate condition X. If condition X is true, then task A will be executed next."
41,True,True,"switch the places of task a and b in the input diagram, so that where task a was, no b is and where b was a will be","The tasks ""a"" and ""b"" have been interchanged in the process flow."
42,True,True,Please switch the positions of task A and task B,The positions of task A and task B in the process have been interchanged.
43,True,True,switch A and B,NA.
44,True,True,Switch positions of task A and task B,The positions of task A and task B in the process have been interchanged.
45,True,True,Please exchange the task A and task B,"The tasks ""A"" and ""B"" will switch places in the process sequence."
46,True,True,Exchange the content  (order) of task A with Task B,"The tasks ""A"" and ""B"" have switched places in the process sequence."
47,True,True,"Change task B to task X, Change task A to task B, Change task X to task A","The tasks A, B, and X are being cyclically swapped. Task B is replaced by task X, task A is replaced by task B, and task X is replaced by task A."
48,True,True,Change Task a and Task b with each other,"The tasks ""Task a"" and ""Task b"" will exchange their positions in the process flow."
49,True,True,switch task A and task B,"The tasks ""A"" and ""B"" will have their positions interchanged in the process flow."
50,True,True,Please switch task A with task B,"The meaning of the modification is: ""Replace task A with task B, and replace task B with task A."""
51,True,True,Switch the order of task A and task B.,The order of execution for Task A and Task B has been reversed.
52,False,False,rename task A to B and B to A,False
53,True,True,Switch task A and task B,"The tasks ""A"" and ""B"" will exchange their positions in the process flow."
54,True,True,Exchange task A with task B,"The tasks labeled ""A"" and ""B"" will have their positions swapped within the process flow."
55,True,True,Swap the positions of task A and task B,The positions of task A and task B in the process have been interchanged.
56,True,True,Switch the position of task A and task B while make no change to others ,"The position of Task A and Task B in the process sequence has been interchanged, with no other changes made to the model."
57,True,True,Switch the positions of Tasks A and B to result to have Task B following the Start Node and Task A inside the True Case,"The modification means that Task B will now immediately follow the Start Node, and Task A will be executed only if the condition in the True Case is met."
58,True,True,The task A and task B are exchanged. ,"The tasks ""A"" and ""B"" will be swapped in the process sequence."
59,True,True,Switch task A and task B with one another.,"The tasks ""A"" and ""B"" will exchange their positions in the process flow."
60,True,True,Please seitch task A and B,NA
61,True,True,exchange task A and task b,"The modification means that the positions of ""Task A"" and ""Task B"" in the process model should be interchanged."
62,True,False,Replace Task A with Task B and replace task A with Task B,NA
63,True,True,Swap task A and B.,"The tasks ""A"" and ""B"" will exchange their positions in the process flow."
