,mapping,epap,user,meaning
0,False,False,n,False
1,True,True,delete the whole branch with condition c,"The modification means: Remove the entire sequence flow and all its activities that originate from the gateway with the condition ""c""."
2,True,False,delete the c condition,NA
3,True,True,"branch option c, along with all its tasks should be removed","The modification means that the branch corresponding to option ""c"" and all tasks within this branch will be removed from the process model."
4,True,False,"In the new model, condition c, task E and task F should be deleted.","The modification means that the sequence flow and tasks associated with condition ""c"", task ""E"", and task ""F"" will be removed from the process model. Any hierarchy or structure that relies solely on these elements will be flattened or simplified accordingly."
5,True,True,"Eliminate the branch that contains task E and task F. Ignore the possibility that task A can return ""c"". ","The modification means: Remove the branch within the gateway that includes task E and task F, and adjust the process to accommodate this removal by flattening the hierarchy if needed."
6,False,False,Delete condition c from the model,False
7,True,True,In the input process model there are three pathways in the or-gate. Fully remove the path labeled with 'c' and all the tasks it consists of. The resulting output process model therefore only has the two paths 'a' and 'b' in the or-gate.,"The modification means: Remove the entire branch labeled 'c' within the OR gateway, including all tasks within that branch. The process will now only have two branches, labeled 'a' and 'b', within the OR gateway."
8,True,False,Remove option c of the or condition,"The meaning of the modification is: ""The condition for the transition will be updated to no longer include the option C in the OR gateway."""
9,True,True,Remove Case if status after task A is „c“. We do not need the condition for c including all the task that would have been done exclusively there.,"The modification means: ""Remove the entire branch that handles the case where the status after task A is 'c', including all tasks exclusively related to this condition, and flatten the hierarchy if necessary."""
10,True,True,delete path c and its tasks from the model,"The modification means that the entire branch starting with path ""c"" and all its associated tasks will be removed from the process model."
11,True,False,"Add an alternate path for reaching X that is checking if X returns c. If X returns C, then move to task E and task F and finally the second X consequently. ","The modification means: Add a new sequence flow that checks the output of task X. If X returns 'C', then the process should follow this new path, performing task E, then task F, and finally retrying task X."
12,True,True,delete condition c and resulting tasks for first xor gate,"The modification means: ""Remove the branch that is controlled by condition 'c' in the first exclusive (XOR) gate, including all tasks that follow this condition."""
13,True,True,remove option c ,"The modification means: ""Delete the entire branch that follows from option C within the selected gateway."""
14,True,True,Please remove the condition case c including task E and task F,"The modification means: Delete the branch that corresponds to condition ""case c"" within a decision gateway, including the tasks ""E"" and ""F"" that are part of this branch."
15,True,True,Branch c was removed,The branch labeled 'c' within a gateway has been deleted from the process model.
16,True,True,delete the c Case in the OR Gateway,"The modification means: Remove the entire branch that starts with the option labeled ""Case C"" from the OR gateway, and simplify the process structure if needed."
17,True,False,"Remove the transitions 'task E', 'task F' and their corresponding edges, including the edges annotations. ","The modification means: ""Remove the tasks 'task E' and 'task F', and delete all incoming and outgoing sequence flows connected to these tasks, along with any annotations associated with these sequence flows."""
18,True,True,Remove the path for choice = c,"The modification means: ""Delete the entire branch that follows the path where the choice equals 'c' within the selected gateway."""
19,True,True,in the xor please remove the branch with the condition c from the model,"The modification means: ""Remove the branch with the condition 'c' from the XOR gateway in the process model."""
20,True,True,remove alternative branch containing tasks E and F (no replacement by empty branch),The modification means that the alternative branch which includes tasks E and F will be completely removed from the process model. This branch will not be replaced by an empty branch.
21,True,True,please remove the branch for the xor gateway where condition is c and followed by task E and task F.,"The branch of the XOR gateway where the condition is 'c', which is followed by task 'E' and task 'F', will be removed."
22,True,True,Remove case c of the condition as well as task E & F,"The modification means: ""Remove the branch that corresponds to case c of the condition, including the sequence flow and the tasks E and F that follow it."""
23,True,True,Removing option c,"The modification means that the entire branch corresponding to option C within the selected gateway will be deleted, simplifying the process flow by removing this particular path."
24,False,False,.,False
25,True,True,Remove the condition c branch in the XOR fragment. ,"The modification means: ""Remove the entire branch that is controlled by the condition 'c' within the XOR gateway."""
26,False,False,"Add a new branch in the exclusive gateway, this one should be executed if it's case ""c"". In that case tasks with labels ""task E"" and ""task F"" should be executed.",False
27,True,False,"add another branch to the XOR. the branch is taken when the condition is c and it has two tasks: first E, followed by F.","The modification adds a new branch to an XOR gateway. This branch is activated when the condition ""c"" is met and consists of two sequential tasks: first task ""E"" followed by task ""F""."
28,True,True,remove path c from the the exclusive gateway,"The modification means: ""Remove the branch that starts with path 'c' from the exclusive gateway and flatten the hierarchy if the gateway has only one remaining outgoing branch."""
29,True,True,Remove path c.,NA
30,True,True,Please remove branch c including Task E and F,"The modification means: Delete the entire branch labeled 'c' that includes Task E and Task F, and flatten the hierarchy of the process model if necessary."
31,False,False,"Insert a third condition ""c"" for the first XOR gateway that includes two sequential tasks ""task E"" followed by ""task F"". This sequence flow terminates in the second XOR gateway.",False
32,True,True,"Remove branch with label ""c"" from the diagram.","The modification means: Delete the entire branch labeled ""c"" from the process diagram, and if this branch is controlled by a gateway, adjust the gateway to reflect the removal of this branch and simplify the process hierarchy if needed."
33,True,True,Remove the sequencen completely related to condition c being met,"The modification means: Delete the entire sequence of activities that occurs when condition c is met, including any gateways and events that are part of this sequence."
34,True,True,Remove branch c,"The meaning of the modification is: ""Remove the entire branch labeled 'c' within the selected gateways and flatten the hierarchy if necessary."""
35,True,True,Remove the path for the case of parameter c ,"The modification means: Delete the entire sequence flow and all associated tasks or events that are executed when the condition for parameter ""c"" is met, effectively removing this branch from the process."
36,True,True,"the tasks e and f are removed, it means there are only 2 conditions now, instead of 3","The modification means that the branch containing tasks ""e"" and ""f"" has been removed from the gateway, reducing the number of outgoing conditions from three to two."
37,True,False,"remove subtask e and f, also the conditional check for c ","The modification means: ""Remove tasks 'e' and 'f', and remove the conditional sequence flow that checks for 'c'."""
38,False,False,I don't know. ,False
39,True,True,remove option c and the path completely,The modification means: Remove the entire branch that starts with option C and delete all subsequent activities and gateways connected to it.
40,True,True,Path c (excluding task E and F) is removed. Only a and b are considered.,"The modification means that the entire branch represented by path c, excluding tasks E and F, has been removed from the process model. Only paths a and b remain in the model."
41,True,True,delete the path in the exclusive gateway which would happen for c,"The meaning of the modification is: ""Remove the entire branch that follows the path for condition 'c' in the exclusive gateway."""
42,True,False,Please remove the condition c from the exclusive gateway.,"The condition ""c"" has been removed from the exclusive gateway."
43,True,False,And an third option c with task E and F ending the same option ,NA
44,True,True,"Our model currently includes two exclusive gateway nodes. the first exclusive gateway node connected to task A will hereinafter be reffered to as ""eg1"" while the second exclusive gateway node connected by task B as its true statement and task C and task F statement will hereinafter be referred to as ""eg2"". 
Delete task E and task F from both exclusive gateway nodes. ",The modification means: Remove the branches containing Task E and Task F from both exclusive gateway nodes (eg1 and eg2) in the process model.
45,True,True,Remove selection path c and states E and F ,"The modification means: ""Delete the entire branch that starts with the sequence flow 'c' and includes the tasks or states 'E' and 'F', and adjust the gateway to remove this branch from the process flow."""
46,True,True,Delete the situation c,"The meaning of the modification is: ""Remove the entire branch that handles situation c from the process model."""
47,True,False,Remove task E and task F and their repective control flow,"The modification means that Task E and Task F, along with their respective sequence flows, will be removed from the process model. Any hierarchy that includes these tasks will be flattened accordingly."
48,True,True,Remove the c Route in the conditional Split ,The conditional split will no longer have the route labeled 'c' as an option.
49,True,True,remove option c from the first X,"The meaning of the modification is: ""Remove the entire branch that starts with option 'C' from the first exclusive gateway in the process."""
50,True,True,remove the path for c at the exclusive gateway,"The modification means: Remove the entire branch that starts with the sequence flow originating from the exclusive gateway labeled 'c', and eliminate any hierarchy within that branch if needed."
51,True,True,remove the c branch.,"The modification means: ""Remove the entire branch labeled 'c' that follows a gateway and eliminate any hierarchical structures that become unnecessary as a result."""
52,True,True,Remove The Branch with condition C from The XOR block,"The branch with condition C within the XOR gateway will be removed, along with all activities and flows within that branch."
53,True,True,remove the case c including the task E and task F,"The modification means: Delete the branch that handles 'case c', including the tasks 'E' and 'F', from the gateway where this branch originates."
54,True,True,"Remove the conditional path c with all its tasks (task E and task F). So that the first XOR Decision Gateway has only two possible paths (a, b).","The modification means: Remove the entire branch that starts with the condition 'c' from the first XOR Decision Gateway, including its tasks 'E' and 'F'. This change reduces the number of outgoing sequence flows from the gateway to two: 'a' and 'b'."
55,True,True,remove branch c,"The modification means that the entire branch labeled 'c', which originates from a gateway, will be removed from the process model. This change will also simplify the process hierarchy if needed."
56,True,False,Add condition c to the xor with task E followed by task F in the branch,"The modification means that a new condition 'c' has been added to a exclusive gateway (XOR) in the BPMN model. If condition 'c' is met, task 'E' will be executed, followed by task 'F' in that specific branch."
57,True,True,Remove condition c and Both Tasks (E and F) Inside the case resulting in only two cases Splitting from the gateway ,"The modification means that the condition 'c' and its corresponding tasks 'E' and 'F' have been removed from the process model. As a result, the gateway now splits into only two branches instead of three."
58,True,False,C condition is removed.  ,NA
59,True,True,Remove branch c.,"The meaning of the modification is: ""Remove the branch labeled 'c' and all its associated activities and flow objects from the process model."""
60,True,True,Remove option c from the xor flow,The modification means: Remove the entire branch that starts with option C from the exclusive (XOR) gateway.
61,True,False,delete c as decision,NA.
62,True,True,remove the exclusive branch with condition c,"The modification means that the entire exclusive branch with the condition ""c"" within the selected gateway will be deleted from the process model."
63,True,True,Delete the branch with condition c.,"The branch with the condition ""c"" within the selected gateway will be removed, and any hierarchy within that branch will be flattened accordingly."
