,mapping,epap,user,meaning
0,False,False,b,False
1,True,True,delete task C from the model,"The modification means that the task labeled ""C"" will be removed from the BPMN process model."
2,False,False,forward false without any tasks,False
3,True,False,remove task C so that its branch connects directly to task D,NA
4,True,False,"In the new model, if task A is false, task D should be done directly.","The modification means that if the condition for task A is not met, the process should proceed directly to task D."
5,True,False,"Please remove task C so that if task A returns ""false"" the process directly continues with task D. ","The user wants to remove the branch that starts with task C, so that if task A returns ""false"", the process will directly proceed to task D, bypassing any tasks that were previously between A and D."
6,True,True,Remove task C from the model,The modification means: Delete the specific task labeled 'C' from the BPMN process model.
7,True,False,"Remove task C in the false-path of the or-gate and make the path directly point to the closing or-gate. The true-path of the or-gate, including task B, should not be changed.","The modification means: Remove the branch containing task C that originates from the false path of the OR gateway. After removal, connect the flow directly to the subsequent OR gateway, ensuring the true path with task B remains unaltered."
8,True,False,remove task c keep and rejoin the false branch,NA
9,True,False,Remove task C. We do not need to do an additional task if the status is false after task A.,"The modification means that the task C, which was performed when the status was false after task A, has been removed from the process."
10,True,False,Remove task C and connect the gateways in the case of false ,"The modification means that the task labeled ""C"" will be removed from the process model. If this task is part of a branch within a gateway, this branch will be deleted. If the branch is the only one within a set of gateways, those gateways will be removed to simplify the model, and the remaining branches will be connected directly to handle the false case."
11,True,False,"instead of task C, add a condition where if false, continue to the second X","The modification means that instead of performing task C, a decision point is added. If the condition at this decision point is false, the process will proceed to the second occurrence of task X."
12,True,True,delete task c,"The task ""C"" will be removed from the process model."
13,True,False,"remove option of task C, leave the ""false path"" as option without a task","The modification means that the branch containing task C within a gateway will be entirely removed, and the ""false"" path will remain as an option but will not lead to any task."
14,True,False,"Please remove task C, but leave the false connection.","The meaning of the modification is:

""Remove the branch that contains Task C, but retain the sequence flow representing the false (No) path."""
15,True,False,in case of false no taskC gets now executed,"The modification means that if the condition in the conditional branch is false, then taskC will no longer be executed."
16,True,False,Task C should be removed from the false OR Gateway path,"The branch containing Task C in the false path of the OR Gateway should be deleted, simplifying the process flow by removing this branch."
17,True,False,"In the 'OR split' after 'task A', remove the transition 'task C' and its edges, insert the edge 'false' between 'OR split' and 'Or join' in its place.","The modification means that in the process model, the branch containing 'task C' following the 'OR split' after 'task A' will be removed. Instead of transitioning to 'task C', the process will now flow directly from the 'OR split' to the 'OR join' along a new edge labeled 'false'."
18,True,False,Remove task C while maintaining the false path,"The modification means that the task C will be removed from the process, and the sequence flow that bypasses task C (the false path) will be maintained to ensure the process can still continue without task C."
19,True,False,Please remove task c from the model but keep the connection between the gateways,"The modification means that the task ""C"" will be removed from the process model, and the sequence flow that connects the gateways surrounding task ""C"" will be maintained to ensure the process continues without task ""C""."
20,True,False,"remove task C, keep conditional branch (empty)","The modification means that the task C will be removed from the process model, and the conditional branch that task C was a part of will be kept but will be empty, indicating that there is no activity happening on that branch."
21,True,True,please remove task C while keeping the connection with condition of false.,"The task ""C"" will be removed from the process, and any sequence flow with a condition of ""false"" connected to it will be preserved and appropriately redirected to maintain the process continuity."
22,True,False,Please remove task C. We do now go directly into the second XOR if the first XOR is false.,"The modification means that the task ""C"" will be removed from the process. If the condition at the first exclusive gateway (XOR) is false, the process will now proceed directly to the second exclusive gateway (XOR), bypassing any activities that were previously between the two gateways."
23,True,True,Removing a task,NA.
24,True,True,remove task C ,"""The task 'C' will be removed from the process model."""
25,True,False,Remove task C such that no task is executed in the false-branch. ,"The modification means that the task ""C"" will be removed from the process model, and as a result, no task will be executed in the false-branch of the gateway where task ""C"" was located. This change will simplify the process by eliminating the false-branch path."
26,True,True,Delete task C. Do not make any other changes.,The modification means: Remove task C from the process model without affecting any other parts of the process.
27,True,False,remove task C such that after task A is suceded by task D when the condition is false,"The modification means: Remove the branch containing task C from the gateway following task A. After task A, if the condition is false, the process should proceed directly to task D instead of task C."
28,True,True,remove task C,"""The task 'C' will be removed from the process model."""
29,True,False,"Delete task C, so that in case of ""false"" the path goes directly to the closing OR-gateway.","The modification means that the task C will be removed from the process model. As a result, when the flow encounters a ""false"" condition, it will proceed directly to the closing OR-gateway, bypassing any activities that were previously part of the branch that included task C."
30,True,True,Task C has to be removed,"The task ""Task C"" will be removed from the process model."
31,True,False,"Instead of task C, connect both gateways directly.","The modification means that the branch containing task C, which is located between two gateways, will be removed. The gateways will be directly connected to each other, bypassing task C and any other activities within that branch."
32,True,True,Remove task C.,"The task ""C"" and any subsequent tasks that depend on it will be removed from the process. Any branches or merges related to task ""C"" will also be eliminated, simplifying the process flow accordingly."
33,True,False,"Replace Task C with a direct connection to the Merge-Gateway, which is used when the Split Gateway evaluates to false.","The modification means that the branch containing Task C, which starts from the Split Gateway and ends at the Merge Gateway, will be removed. If Task C is the only activity in that branch, the branch will be deleted, and the Split Gateway will be connected directly to the Merge Gateway for the scenario when the Split Gateway evaluates to false."
