,mapping,epap,user,meaning
0,False,False,i,False
1,True,False,Introduce a task A' after the closing XOR gateway.,NA
2,True,False,Add task A'before task D,"The modification means that a new task, labeled ""A'"", should be inserted into the process model such that it occurs immediately before the existing task ""D""."
3,True,False,create task A' that always has to be executed before task D,"The modification means that a new task, labeled 'A\'', must be added to the process model such that it is always executed immediately before task 'D'."
4,True,False,"In the new model, before the task D, task A' should be done.",The task A' must be performed directly before task D.
5,True,False,Insert a new task A´ directly before task D.,"The modification means that a new task labeled ""A´"" will be added to the process model, positioning it immediately before the existing task ""D""."
6,True,False,Add task A’ before task D,Add task A' between the task immediately preceding task D and task D.
7,True,False,Insert a task A' immediately after the closing or-gate and prior to task D. ,NA
8,True,False,insert task A' before task D,"The modification means that a new task, labeled 'A', should be inserted into the process model so that it occurs immediately before the existing task 'D'."
9,True,False,Add a task a‘ to the chain it should be done after the or condition independent of the status and before task D,"The task ""a'"" will be added to the process, positioned immediately after the parallel gateway (or condition) and before task D, regardless of the status."
10,True,False,add task A' before task d,"The modification means that a new task labeled ""A'"" should be inserted into the process model to occur immediately before the existing task ""d""."
11,True,False,"Right before task D, add task A' (A prime) which is the opposite of task A.","The modification means that a new task, labeled A', which represents the opposite action of task A, should be inserted immediately before task D in the process flow."
12,True,False,add task a' before task d,The modification means that a new task labeled 'a' should be inserted into the process model to occur immediately before the existing task 'd'.
13,True,False,"add a task A' before task D, after the optional paths are merged","The modification means: Insert a new task ""A'"" between the point where optional paths converge and the existing task ""D""."
14,True,False,Please add a task A‘ directly before task D.,Add a new task A' immediately before task D in the process flow.
15,False,False,?,False
16,True,False,Insert a Task A' after the OR Gateway but before task D,"The modification means: Add a new task labeled ""A'"" immediately after the OR Gateway but before task ""D"" in the process flow."
17,True,False,"After 'OR join' and before 'task D', insert a transition 'task A' its corresponding edges.","The modification means: After the 'OR join' and before 'task D', a new activity 'task A' will be inserted, along with its corresponding sequence flows connecting it to the existing process."
18,True,False,Introduce a task A‘ directly before task D,"The modification means that a new task, labeled ""A'"", should be inserted into the process model so that it occurs immediately before the existing task ""D""."
19,True,False,Please insert task A' between the closing xor and task D,NA
20,True,False,insert task A' after XOR-gateway (join) and task D,The modification means: Add a new task labeled 'A' immediately after the XOR (exclusive OR) gateway (join) and before task D in the existing process flow.
21,True,False,please add task A' after the xor gateway and before task D.,"Add a new task ""A'"" between the XOR gateway and task ""D""."
22,True,False,Add task A' in front of task D without removing the existing task A,"The modification means that a new task, labeled A', will be inserted into the process model so that it occurs immediately before task D. Task A will remain in its current position, and the sequence of tasks will be adjusted to accommodate the addition of task A'."
23,True,True,Duplicating task a,"The task ""a"" is duplicated, creating an identical task that is placed in a new position within the process model."
24,False,False,.,False
25,True,False,Add task A' directly before task D,"Add a new task A' immediately before task D, so that A' and D are sequential tasks in the process."
26,True,False,"Directly before ""task D"" add a new task with label ""task A'"". Do not make any other changes.","Add a new task labeled ""task A'"" directly before ""task D"" without making any other changes."
27,True,False,add task A' after the condition has ended,"""A new task 'A' has been added to the process, which will be executed immediately after the condition has been evaluated and ended."""
28,True,False,insert a task A' after the exclusive choice block,"The modification means that a new task, labeled ""A'"", will be added to the process model immediately after the exclusive gateway (decision point)."
29,True,False,"Add another ""task A"" directly before task D (after the closing OR-Gateway). ","Add another instance of ""task A"" immediately before ""task D"" and after the closing OR-Gateway."
30,True,False,Please insert task A' after completing task B or C,NA.
31,True,False,"Insert task A' right before task D, maintaining the sequence flows through task A.","The modification means that a new task, labeled 'A'', will be inserted into the process model immediately before task 'D'. The sequence flow will be adjusted so that it goes from task 'A' to the new task 'A'' and then to task 'D'."
32,True,False,Add a new task A' just before task D.,"A new task A' is added to the process, immediately preceding task D."
33,True,False,Add Task A' between the Join Gateway and Task D,"The modification means that a new task, labeled ""Task A',"" will be inserted between the Join Gateway and the existing ""Task D."""
34,True,False,After the OR condition check add task A'.,"The modification means that a new task, labeled ""A'"", will be added to the process model immediately after the OR condition check activity."
35,True,False,include task again after the merger between b and c before d ,"The modification means: Add a new task labeled ""again"" between the activities ""merger"" and ""d"", where ""merger"" is directly succeeded by ""d"" in the existing process flow."
36,True,False,"instead of task d being executed directly after last condition, we now have 2 tasks a and d being executed sequentially","The modification means that a new task ""a"" has been inserted between the last condition and task ""d"", so that now, after the last condition, task ""a"" is executed first, followed by task ""d""."
37,True,False,repeat task a after the conditional logic of task b and c ,The modification means that tasks B and C will be followed by a conditional loop that repeats task A between 1 and N times.
38,False,False,I don't know. ,False
39,True,False,create a task A' directly before task D,"The modification means that a new task, labeled ""A'"", should be inserted into the process model so that it occurs immediately before the existing task ""D""."
40,True,False,Task A' is added before task D. ,"A new task named ""A'"" is inserted between the task that precedes ""D"" and task ""D"" itself."
41,True,False,add task A' after the merging of the tasks b and task c which then results in task D,"The modification means that a new task, labeled 'A', will be added to the process immediately after the completion of both tasks 'B' and 'C', and before the start of task 'D'."
42,True,False,Please execute task A' right before task D,"**Clear meaning of the modification:**

Insert a new task ""A'"" immediately before task ""D"", so that ""A'"" is executed directly before ""D""."
43,True,False,Add task A again but after task D ,The modification means that a new task A will be inserted between task D and the activity that directly follows task D.
44,False,False,-,False
45,True,False,Add a new state which name is task A’ before task D,"The modification means that a new activity named ""Task A'"" should be inserted between the existing activities that come before ""Task D"" in the process flow."
46,True,False,Add one more step after the decision logic,"The clear meaning of the modification is:

""A new activity will be inserted immediately after the decision logic activity, adding an additional step to the process."""
47,True,True,insert another instance of task A right before task D ,The modification means that an exact copy of task A should be placed immediately before task D in the process flow.
48,True,True,"Before Task D, add Task A again.","""Task A is duplicated and inserted before Task D."""
49,True,False,add a task A' before task D,"The modification means that a new task, labeled A', will be inserted into the process model to occur immediately before the existing task D."
50,True,False,add another task A' right before task D,"The modification means that a new task, labeled A', will be inserted into the process model so that it occurs immediately before task D."
51,True,False,Add a new task A' before task D.,"The modification means that a new task, labeled A', will be inserted into the process model to occur immediately before the existing task D."
52,True,False,add task a‘ before D,"The modification means that a new task, labeled 'A', should be inserted into the process model to occur immediately before the existing task 'D'."
53,True,False,Add task A prime just before task D,"Add task ""A'"" immediately before task ""D""."
54,True,False,Add the task A' immediately before task D.,The modification means: Insert a new task labeled 'A' immediately before the existing task 'D' in the process flow.
55,True,False,Add task A' between the XOR gateway and task D,NA
56,True,False,Add task A’ behind the xor and before task D,"The modification means that a new task, labeled ""A’"", will be added to the process model. This task will be placed immediately after the exclusive gateway (XOR) and before the existing task ""D""."
57,True,False,Re-Execute Task A as Task A‘ after the close gateway of the condition and in Front of Task D,"The modification means that a new task, ""Task A‘"" (which is a re-execution of ""Task A""), should be added to the process model between the close gateway of the condition and ""Task D""."
58,True,True,Task A will be duplicated before task D. ,"The task ""A"" will be copied and inserted immediately before task ""D"" in the process flow."
59,True,False,Add task A' before task D.,"The modification means that a new task, labeled ""A'"", should be inserted into the process model to occur immediately before the existing task ""D""."
60,True,True,Add a copy of task A in front of task D,"The task ""A"" will be duplicated and the copied task will be placed immediately before task ""D"" in the process sequence."
61,True,True,add duplicate of task a before task d,"The modification means that a copy of task ""a"" will be placed immediately before task ""d"" in the process flow."
62,True,False,Add a task A' directly before task D,"""A new task A' is inserted directly before task D, so that A' will be executed immediately before D."""
63,True,False,insert a task A directly after the decision.,"""A new task 'A' has been added immediately after the decision point in the process."""
