,mapping,epap,user,meaning
0,False,False,b,False
1,True,True,delete task C from the model,Delete task C from the model.
2,False,False,forward false without any tasks,False
3,True,True,remove task C so that its branch connects directly to task D,Remove task C and connect its preceding task directly to task D.
4,True,False,"In the new model, if task A is false, task D should be done directly.","If task A is false, task D should be done directly."
5,True,True,"Please remove task C so that if task A returns ""false"" the process directly continues with task D. ","Remove task C so that if task A returns ""false,"" the process directly continues with task D."
6,True,True,Remove task C from the model,Remove task C from the model.
7,True,False,"Remove task C in the false-path of the or-gate and make the path directly point to the closing or-gate. The true-path of the or-gate, including task B, should not be changed.","Remove task C in the false-path of the OR-gate and make the path directly point to the closing OR-gate. The true-path of the OR-gate, including task B, remains unchanged."
8,True,False,remove task c keep and rejoin the false branch,Remove task C and rejoin the false branch.
9,True,True,Remove task C. We do not need to do an additional task if the status is false after task A.,Remove task C from the process model. Task C is no longer required if the status is false after task A.
10,True,False,Remove task C and connect the gateways in the case of false ,Remove task C and directly connect the gateways for the false condition.
11,True,False,"instead of task C, add a condition where if false, continue to the second X","Add a condition before task C where if the condition is false, the process continues to the second occurrence of task X."
12,True,True,delete task c,Delete task c from the process.
13,True,False,"remove option of task C, leave the ""false path"" as option without a task","Remove the task labeled ""C"" from the process, leaving the false path without any task."
14,True,False,"Please remove task C, but leave the false connection.",NA
15,True,False,in case of false no taskC gets now executed,"If the condition evaluates to false, Task C will not be executed."
16,True,False,Task C should be removed from the false OR Gateway path,Task C should be removed from the false OR Gateway path.
17,True,False,"In the 'OR split' after 'task A', remove the transition 'task C' and its edges, insert the edge 'false' between 'OR split' and 'Or join' in its place.","Remove the entire branch containing 'task C' and its edges from the 'OR split' after 'task A', and insert a direct edge labeled 'false' between the 'OR split' and the 'OR join'."
18,True,False,Remove task C while maintaining the false path,Remove task C and ensure that the false path remains intact.
19,True,True,Please remove task c from the model but keep the connection between the gateways,Remove task c from the model while maintaining the connection between the gateways.
20,True,False,"remove task C, keep conditional branch (empty)","Remove task C from the process, leaving the conditional branch empty."
21,True,True,please remove task C while keeping the connection with condition of false.,Remove task C and ensure that the process flow continues based on the condition of false.
22,True,True,Please remove task C. We do now go directly into the second XOR if the first XOR is false.,"Remove task C. If the first XOR gateway evaluates to false, proceed directly to the second XOR gateway."
23,True,True,Removing a task,Removing a task from the process.
24,True,True,remove task C ,Remove task C from the process.
25,True,False,Remove task C such that no task is executed in the false-branch. ,Remove task C such that no task is executed in the false-branch.
26,True,True,Delete task C. Do not make any other changes.,Delete task C from the process.
27,True,True,remove task C such that after task A is suceded by task D when the condition is false,"Remove task C so that after task A, task D follows when the condition is false."
28,True,True,remove task C,Remove task C from the process.
29,True,True,"Delete task C, so that in case of ""false"" the path goes directly to the closing OR-gateway.","The task C is removed, and in the case of ""false,"" the path now goes directly to the closing OR-gateway."
30,True,True,Task C has to be removed,Task C will be removed from the process.
31,True,True,"Instead of task C, connect both gateways directly.",Remove task C and directly connect the two gateways that were previously connected through task C.
32,True,True,Remove task C.,Remove task C from the process.
33,True,False,"Replace Task C with a direct connection to the Merge-Gateway, which is used when the Split Gateway evaluates to false.","Task C and its associated branch are removed, and the process flow is directly connected to the Merge-Gateway when the Split Gateway evaluates to false."
34,True,True,Remove task C,Remove task C from the process.
35,True,False,"Remove Task C, when task A is true ",Remove Task C when Task A is true.
36,True,True,"Task C is removed, meaning a false task A, won't execute a task C anymore.","Task C is removed, meaning Task A will no longer lead to the execution of Task C."
37,True,True,Delete task C and adapt the conditional logic ,Delete task C and adjust the conditional logic accordingly.
38,True,True,Removing task C. ,Removing task C from the process.
39,True,False,remove task c form the false path,Remove task C from the false path.
40,True,False,"If the result of condition X is false, then no task C is executed any more. ","If the result of condition X is false, then task C will no longer be executed."
41,True,True,delete task c while keeping the entire structure elsewise in the excactly same manner,Delete task c while keeping the entire structure otherwise exactly the same.
42,True,True,Please remove task C from the model,Remove task C from the model.
43,True,True,Remove Task C,Remove Task C from the process.
44,True,True,"Please change the true and false regulation of our first exclusive gateway to directly connect to the second exclusive gateway by removing task C. THe direct connection to our second exclusive gateway should be ""false"". ","Remove Task C and directly connect the ""false"" path of the first exclusive gateway to the second exclusive gateway."
45,True,True,Please remove the task C ,"Remove the task labeled ""C"" from the process model."
46,True,True,Delete the task C,Delete the task C.
47,True,True,Remove task C but maintain the decision before task B,"Remove task C from the process, ensuring that the decision point before task B remains intact."
48,True,False,Remove Task c and instead skip to Task d If false,"If the condition is false, skip Task c and proceed directly to Task d."
49,True,True,"remove task C, if X false then next X","Remove task C from the process. If condition X is false, proceed to the next task after X."
50,True,True,please remove task C from the model.,Remove task C from the model.
51,True,False,Remove task C from the false branch.,Remove the entire false branch containing task C.
52,True,False,"Remove task C, but keep the XOR structure by replacing the task with an empty branch ","Remove task C, but keep the XOR structure by replacing the task with an empty branch."
53,True,True,remove task C and directly go into the joining Or on the false side,Remove task C and directly connect the preceding element to the joining OR gateway on the false side.
54,True,True,Remove task C but keep the false flow to the gateway,Remove task C but keep the false flow to the gateway.
55,True,False,"Remove task C from the 'false' branch, so that only task B remains on the 'true' branch before continuing to task D.","Remove the 'false' branch containing task C, leaving only the 'true' branch with task B before continuing to task D."
56,True,True,Remove the task C while make no change to others ,Remove the task C from the process.
57,True,False,Remove Task C to make the false case of the gateway empty and instantly merging into the close gateway ,"Remove Task C, making the false case of the gateway empty and immediately merging it into the closing gateway."
58,True,True,The task c is deleted. ,"The task ""c"" is deleted."
59,True,True,Remove task C.,Remove task C from the process.
60,True,True,Please delete task c and directly link the flow false without any task,Delete task c and directly link the flow false to the subsequent element without any task.
61,True,True,remove task C,Remove task C from the process.
62,True,False,Remove task C. Keep the exclusive choice for Task B.,Remove the entire branch containing Task C while maintaining the exclusive choice for Task B.
63,True,True,delete task c,Delete task c from the process.
