,mapping,epap,user,meaning
0,False,False,y,False
1,True,True,Change the conditions of the XOR branches. The branch with task B should have the condition a>10 and the branch with task C should have the condition a<=10.,Update the conditions of the XOR branches. The branch with task B should have the condition a>10 and the branch with task C should have the condition a<=10.
2,True,True,change the true to a bigger than 10 and false smaller or equal to 10,"Update the condition to ""bigger than 10"" for true and ""smaller or equal to 10"" for false."
3,True,False,"task B should be executed if a > 10, else task C","Embed task B and task C in a conditional branch where task B is executed if a > 10, else task C is executed."
4,True,True,"In the new model, the condition true and false should be changed as a > 10 and a <= 10.","Update the condition to ""a > 10"" and ""a <= 10""."
5,True,True,"Task A outputs not an integer variable ""a"" instead of a boolean value. If a > 10 the condition should turn true an otherwise (a <= 10) false. ","Update the condition in Task A to turn true if the variable ""a"" is greater than 10, and false if ""a"" is less than or equal to 10."
6,True,True,Replace true with a>10 and false with a<=10,"Update the condition to replace ""true"" with ""a>10"" and ""false"" with ""a<=10""."
7,True,True,Please replace the conditions of the opening or-gate. Instead of the label 'true' that path should be used if variable a is greater than the value 10. Instead of the label 'false' the other path should be used if the variable a is smaller than or equal to the value 10. The rest should stay the same.,Update the conditions of the opening or-gate. Use the path if variable a is greater than the value 10 instead of the label 'true'. Use the other path if the variable a is smaller than or equal to the value 10 instead of the label 'false'.
8,True,True,Replace or condition at true with a>10 at false with a<=10,"Update the condition at the true branch to ""a > 10"" and at the false branch to ""a <= 10""."
9,True,True,Change condition from True and false to a>10 instead of true and a<=10 instead of false everything else keeps the same.,"Update the condition from ""True"" and ""False"" to ""a > 10"" and ""a <= 10""."
10,True,True,change the gateway decision based on task a from true to a>10 and false to a<=10,"Update the condition of the gateway decision to ""a > 10"" for true and ""a <= 10"" for false."
11,True,True,"Instead of the condition notation within X being true or false and making the control implicitly, explicitly check the condition. The condition is if variable a is ""more than 10"" or ""equal or less than 10"". If a is more than, then move to task B. If a is equal to or less than 10, then move to task C.","Update the condition to explicitly check if variable a is ""more than 10"" or ""equal or less than 10"". If a is more than 10, then move to task B. If a is equal to or less than 10, then move to task C."
12,True,True,change first xor gate's conditions to be a>10 for true and a<=10 for false,"Update the conditions of the first XOR gateway to be ""a > 10"" for the true branch and ""a <= 10"" for the false branch."
13,True,True,"change the conditions for the options from ""true"" to ""a>10"" and ""false"" to ""a <= 10""","Update the conditions for the options from ""true"" to ""a>10"" and ""false"" to ""a <= 10""."
14,True,True,Please replace the true check of the condition with the check a>10 and the false check with the check a<=10.,"Update the condition to check ""a > 10"" for the true branch and ""a <= 10"" for the false branch."
15,True,True,changed from true/false to check for specific value of a,"Update the condition to check for a specific value of ""a""."
16,True,True,The OR Gateway should replace true with a>10 and false with a <=10,"Update the condition of the OR Gateway to replace ""true"" with ""a > 10"" and ""false"" with ""a <= 10""."
