,mapping,epap,user,meaning
0,False,False,u,False
1,True,True,"Unpack subprocess F which contains an XOR with two branches (one branch with condition true contains task B, one branch with condition false contains task C) and a subsequent task D.","Unpack subprocess F by integrating its elements directly into the parent process. This includes an XOR gateway with two branches: one branch with condition true containing task B, and the other branch with condition false containing task C, followed by task D."
2,True,True,turn the information of the subprocess F again back,NA
3,True,False,"create task B, task D, and task C and remove subprocess F
after task A, task B or task C should follow - task B should follow if true, task C if false
task D should always be executed after either task B or C","Embed a conditional branch after task A, where task B is executed if the condition is true, and task C is executed if the condition is false. Task D is executed after either task B or task C. Remove subprocess F."
4,True,False,"In the new model, if task A is true, task B should be done, otherwise task C should be done. Afterwards task D should be done.","If task A is true, task B should be done; otherwise, task C should be done. Afterwards, task D should be done."
5,True,False,"Convert subprocess F into the following scheme: The first element is an if-else statement that takes an boolean input from task A. If true task B should follow, if false task C should follow. Afterwards another if-else-block should be placed to consolidate the two branches which then go to task D. ","The subprocess F is modified to include an if-else statement that takes a boolean input from task A. If the condition is true, task B will be executed; if false, task C will be executed. After these tasks, another if-else statement will consolidate the two branches, leading to task D."
6,True,False,"New model should dissect subprocess F into tasks B,C, and D","The subprocess F should be split into three separate tasks: B, C, and D."
7,True,False,"Replace subprocess F with the following structure: Starting with an opening or-gate two pathes occur. If the condition of the or-gate is true, task B is performed and if the conidition is false, task C is performed. After that both paths meet each other again in the closing or-gate. Furthermore insert task D immediately after the closing or-gate.","Replace subprocess F with a new structure: An opening OR-gate splits into two paths. If the condition is true, task B is performed; if the condition is false, task C is performed. Both paths converge at a closing OR-gate, followed by task D."
8,True,False,Split subproces F into its parts,"Split subprocess F into its individual components, creating multiple separate new process fragments."
9,True,True,"Move the subprocess f into the main process so that this one includes task a, all the conditions of subprocess F and all the tasks of subprocess F","Move the subprocess F into the main process, including task A, all the conditions of subprocess F, and all the tasks of subprocess F."
10,True,True,Display the subprocess F as it was before,NA
11,True,True,"Instead of subprocess F notation, use the notation forming subprocess B step by step.","Inline subprocess B into the parent process, replacing subprocess F."
12,True,True,"deconstruct subprocess f into xor gate which executes task b if true and task c if false, connect both tasks to xor gate and connect task d to last xor gate","Deconstruct subprocess f into an XOR gateway which executes task b if true and task c if false, connect both tasks to the XOR gateway, and connect task d to the last XOR gateway."
13,True,False,"split subprocess F into two options true, where true path includes task B or false, incl task C. Add another task D following after the options, on the main path","The subprocess F is split into two paths: the true path includes task B, and the false path includes task C. After these options, task D is added to the main path."
14,True,False,Please replace the subprocess F with a condition which executes task B in the true case and task B in the false case. After the end of the condition also add a task D before the termination node.,NA
15,True,False,subprocces decomposition ,NA
16,True,True,unhide the subprocess F,"Unhide the subprocess F within the parent process, flattening the hierarchy of the overall process."
17,True,False,"After 'task A' and before the 'end place', replace the transition  'subprocess F' with the following. An annotated 'OR split' should follow 'task B' if true OR 'task C' if false. Both of these, should be followed by an 'OR join', which is then followed by 'task D', and finally 'task D' is followed by the 'end place'.","Replace the subprocess 'subprocess F' with the following sequence: After 'task A', insert 'task B'. Then, add an annotated 'OR split' where if the condition is true, it proceeds to 'task B', and if the condition is false, it proceeds to 'task C'. Both 'task B' and 'task C' should be followed by an 'OR join', which then leads to 'task D'. Finally, 'task D' is followed by the 'end place'."
18,True,False,"Replace subprocess F with a split for task B when true and task C when false, followed by task D","The subprocess F is replaced with a decision point that splits into two branches: one branch executes task B if the condition is true, and the other branch executes task C if the condition is false. Both branches converge and continue with task D."
19,True,True,"Please remove the subprocess F and instead insert a xor with two branches. If it evaluates to false move to task C, if it evaluates to true move to task B. The xor is connected to task D","Remove the subprocess F and insert an XOR gateway connected to task D. If the XOR evaluates to false, move to task C; if it evaluates to true, move to task B."
20,True,False,"replace complex task subprocess F with embedded subprocess consisting of a sequence of an XOR block consisting of two branches where one branch (condition: true) contains task B and the other branch (condition: false) contains task C, followed by task D","Replace the complex task subprocess F with an embedded subprocess that includes an XOR block with two branches: one branch (condition: true) contains task B, and the other branch (condition: false) contains task C. Both branches are followed by task D."
21,True,True,"please remove subprocess F, then add an exclusive choice after task A, add task B if the condition is true; add task C to false condition. After the xor path, add task D before process end.","Remove subprocess F. Add an exclusive choice after task A. Add task B if the condition is true. Add task C if the condition is false. After the exclusive choice, add task D before the process end."
