,mapping,epap,user,meaning
0,False,False,b,False
1,True,True,delete task C from the model,"The activity named ""C"" is removed from the process model, and its incoming and outgoing sequence flows are reconnected to maintain a valid process flow."
2,False,False,forward false without any tasks,False
3,True,True,remove task C so that its branch connects directly to task D,Task C is removed from the process model. Any sequence flow that previously connected to the input of Task C will now directly connect to the input of Task D.
4,True,False,"In the new model, if task A is false, task D should be done directly.",NA
5,True,True,"Please remove task C so that if task A returns ""false"" the process directly continues with task D. ","The task 'C' is removed from the process. The flow that previously led from 'Task A' (when its outcome was ""false"") to 'Task C' will now directly proceed from 'Task A' (when its outcome is ""false"") to 'Task D'."
6,True,True,Remove task C from the model,"The task named 'C' is removed from the process model, and any sequence flows connected to it are also removed. The process flow is adjusted to bypass the deleted task."
7,True,False,"Remove task C in the false-path of the or-gate and make the path directly point to the closing or-gate. The true-path of the or-gate, including task B, should not be changed.","The false-path branch originating from the opening Exclusive Gateway, which previously contained Task C, is entirely removed. Consequently, a direct sequence flow is established from the opening Exclusive Gateway to its corresponding closing Exclusive Gateway, representing the now empty false-path. The true-path branch, including Task B, remains unchanged."
8,True,True,remove task c keep and rejoin the false branch,"The task 'c' is removed from the process. The sequence flow identified as the ""false branch"" that previously led into task 'c' will now be reconnected to the element that was immediately downstream of task 'c', effectively bypassing task 'c'."
9,True,False,Remove task C. We do not need to do an additional task if the status is false after task A.,"The entire branch of the process model that is executed when the status is false after Task A, which currently consists of Task C, will be removed. This means that if the status is false after Task A, no activities will be performed along this specific path."
10,True,False,Remove task C and connect the gateways in the case of false ,"The branch containing 'Task C' is removed from the process. The diverging gateway that led to this branch and the converging gateway that followed it are reconnected. The path corresponding to the 'false' condition, which was previously an alternative path, now becomes the sole active path between these two gateways."
11,True,False,"instead of task C, add a condition where if false, continue to the second X","An Exclusive Gateway is introduced into the process model, taking the place of 'task C' in the sequence flow. From this gateway, there are two outgoing paths: one path, representing the 'true' outcome of an unspecified condition, leads to 'task C' (thereby embedding 'task C' and its subsequent original flow in a conditional branch); the other path, representing the 'false' outcome of the condition, leads to 'second X'."
12,True,True,delete task c,"The task named ""c"" is removed from the process flow."
13,True,False,"remove option of task C, leave the ""false path"" as option without a task",NA
14,True,True,"Please remove task C, but leave the false connection.",NA
15,True,False,in case of false no taskC gets now executed,NA
