,mapping,epap,user,meaning
0,False,False,i,False
1,True,False,delete everything and create a new process with task A then task B then task D,"The entire existing process is replaced by a new process consisting of a sequential flow of three tasks: Task A, followed by Task B, followed by Task D."
2,True,True,make the a condition path without the other values,NA
3,True,False,replace everything between task A and task D with task B,"The existing sequence of activities or events located between 'task A' and 'task D' will be removed. 'task B' will be inserted in its place, establishing a direct flow from 'task A' to 'task B', and subsequently from 'task B' to 'task D'."
4,True,False,"In the new model, a completely new system that executes tasks A, B, C in sequence.",NA
5,True,True,"Delete all if-else-blocks to create one sequential process that only contains task A, task B and task D, in the respective order. ",NA
6,True,False,Delete conditions b and c from the model,NA
7,True,False,Replace the whole block of or-gates and tasks with a single task B. Therefore the resulting process model only consists of task A followed by task B followed by task D.,"The process fragment located between Task A and Task D, which previously contained a block of OR-gates and tasks, is replaced by a single Task B. Task A is now directly followed by Task B, which is then directly followed by Task D."
8,True,True,replace the or condition with only option a,NA
9,True,False,"Simplify the chain, we only need task A, task B and task D in this order. We also do not need any if checks. So the chain should be Start-Task A- Task B- Task D - End","The process is modified by deleting Task C, any conditional gateways (e.g., Exclusive Gateways), and their associated sequence flows. The remaining sequence flows are reconnected to establish a direct sequential flow from the Start Event to Task A, then to Task B, then to Task D, and finally to the End Event."
10,True,False,delete the gateway and all its tasks and replace the whole gateway with just the task b,NA
11,True,False,While coming from task A to task D remove all inner parts and replace it with task B. By doing so task A follow task B and task B follows task D. ,"The process fragment between Task A and Task D is replaced by Task B. Task A is now followed by Task B, and Task B is followed by Task D."
12,True,False,"substitute everything in between the two xor gates to be task a, task b and task d in sequential order",NA
13,True,True,"remove all options and include only one path followed by task A, B and D sequentially",NA
14,False,False,Please replace the condition with task B.,False
15,True,False,exklusive gateway was removed,NA
16,True,False,delete the b and c Case in the OR Gateway and simplify the model.,"The entire branches corresponding to ""case b"" and ""case c"" originating from the OR Gateway are removed from the process model."
