,mapping,epap,user,meaning
0,False,False,t,False
1,True,True,Change the XOR to a parallel flow.,NA
2,True,False,make no more conditions for the task B and C,NA
3,True,False,"both task B and task C should be executed in parallel, rather than only one being executed","The process flow is modified such that Task B and Task C, which were previously executed in a non-concurrent manner, will now be executed concurrently. The process will proceed only after both Task B and Task C have completed."
4,True,False,"In the new model, the true or false conditions will be changed to other conditions",NA
5,False,False,-,False
6,True,False,Replace multiplications with additions,NA
7,True,True,Replace the or-gates with and-gates and therefore also remove the conditions. The rest of the structure should stay the same.,"All existing inclusive or exclusive gateways in the process will be replaced by parallel gateways. Consequently, any conditions on the outgoing sequence flows of these replaced gateways will be removed, ensuring that all paths originating from the new parallel splitting gateways are executed concurrently. Similarly, the new parallel merging gateways will wait for all incoming paths to complete before proceeding. The overall structure of tasks, events, and their connections will remain unchanged."
8,True,True,replace or with and,NA
9,True,True,Change the or condition to an and condition. After task A both Task B and Task C should be done and not only one of those ,"The splitting gateway immediately following 'Task A', which previously allowed either 'Task B', 'Task C', or both (if inclusive) to be executed, is replaced with a Parallel Gateway. This ensures that after 'Task A', both 'Task B' and 'Task C' are always executed concurrently. If a corresponding merging gateway exists for the paths from 'Task B' and 'Task C', it is also replaced with a Parallel Gateway to synchronize the concurrent flows."
10,True,True,change the exclusive gateway into a parallel one,NA
11,True,False,Replace X steps with + steps in the flow. While there is a condition inside first X determining the path task B or task D there is no condition from first + to Task B or C. This time they are alternate paths to each other. After task B or task C meet at second + following by task D.,"The existing process fragment, which contains an exclusive decision leading to either ""Task B"" or ""Task D"", is replaced. The new process fragment contains an exclusive decision leading to either ""Task B"" or ""Task C"". After ""Task B"" or ""Task C"" completes, the flow converges, and then ""Task D"" is executed within the new fragment."
12,True,True,change xor gates to and gates,NA
13,True,True,change the or operators into and operators,All existing Inclusive Gateways (both splitting and merging) in the process are replaced by Parallel Gateways.
14,True,True,Please change the XOR condition to an AND condition.,NA
15,True,True,change of exclusive operator to inclusive operator ,NA
16,True,True,Replace the OR Gateway with an AND Gateway,NA
17,True,True,"Remove annotations of ""OR split"". Replace ""OR split"" and ""OR join"" with 'AND split' and ""AND join"".","The inclusive splitting gateway is replaced by a parallel splitting gateway, and the inclusive joining gateway is replaced by a parallel joining gateway."
18,True,True,Replace the split lane with one for parallel processed,NA
19,True,True,Please swap the xor with a parallel gatway,NA
20,True,True,replace XOR-block consisting of task B and task C to AND-block consisting of task B and task C,"The exclusive splitting gateway leading to Task B and Task C is replaced by a parallel splitting gateway, and the exclusive merging gateway following Task B and Task C is replaced by a parallel merging gateway."
