,mapping,epap,user,meaning
0,False,False,j,False
1,True,True,Introduce an exclusive decision which starts before the opening XOR gateway and merges after the closing XOR gateway. In one branch (with the condition a != 1) the already existing XOR should be executed. In the other branch (with the condition a = 1) nothing should be executed.,"An existing process fragment, previously always executed, is now made conditional. A new exclusive decision point is introduced before the fragment's entry, and its corresponding merge point is placed after the fragment's exit. If the condition 'a != 1' is met, the existing process fragment is executed. If the condition 'a = 1' is met, the existing process fragment is skipped, and the process continues directly to the new merge point."
2,True,True,forward all values after task A with a=1 to task D,NA
3,True,True,"create a new branch after task A, so that the execution of task B and C can be skipped if a=1","After Task A, an exclusive decision is made. If the condition 'a=1' is true, the process skips the execution of Task B and Task C. Otherwise, Task B and Task C are executed sequentially. Both paths converge after this decision."
4,True,True,"In the new model, after task A, if a = 1, task D will be done directly.",NA
5,True,True,Add an if-else-block behind task A and one if-else-block before task D. If task A returns a=1 the process should continue at the if-else-block before task D. ,NA
6,True,True,Add a condition a!=1 before before true/false condition ,NA
7,True,True,"Insert an opening or-gate and the corresponding closing or-gate. The opening one follows immediately after task A and the closing one is directly prior to task D. The opening or-gate performs a condition check. If variable a equals the value 1, then the process goes on with the closing or-gate without performing any action, therefore continuing with task D. If variable a doesn't equal the value 1 the process goes on with the or-block of the input process model.","The existing process fragment that was previously executed between task A and task D is now embedded within a conditional branch. After task A, an inclusive gateway is introduced. If `variable a` is equal to 1, the process flow bypasses the embedded fragment and proceeds directly to a merging inclusive gateway. If `variable a` is not equal to 1, the process flow executes the embedded process fragment. After either the fragment completes or the bypass path is taken, the flow merges at the closing inclusive gateway and then continues with task D."
8,True,True,Insert or condition before other or clause when a!=1 continue when a=1 skip to task D,"An exclusive gateway is inserted. If the condition 'a=1' is met, the process flow skips a specific process fragment and proceeds directly to 'task D'. If the condition 'a!=1' is met, the process flow executes the process fragment."
9,True,True,Add an additional or conditional after task a if a=1 then it should skip to task D otherwise it continuous with the current chain,"After 'task a', an exclusive decision point is introduced. If the condition 'a=1' is met, the process flow bypasses the subsequent activities and proceeds directly to 'task D'. Otherwise, the process continues along its original sequence of activities."
10,True,True,add gateway after task a which goes to task d if A=1 and to the existing pm if a!=1,"A new exclusive gateway is inserted immediately after 'task a'. From this gateway, if the condition 'A=1' is met, the process proceeds to 'task d'. Otherwise, if the condition 'a!=1' is met, the process continues with the original sequence flow that followed 'task a'."
11,True,True,Add one more X after task A and before task D. After first added X check if variable a equals 1. If false then move forward existing X. If true then skip forward to the added second X and then task D.,"A conditional branch is introduced after Task A. An exclusive gateway evaluates if 'variable a equals 1'. If the condition is false, the process executes the existing process fragment. If the condition is true, a new process fragment is executed. Both paths then merge before proceeding to Task D."
12,True,True,"add xor gate after task a and before task d. if first xor gate's is a=1, go to xor gate before task d, if a!=1 go to next original xor gate ",NA
13,True,True,add an additional option after task A which goes directly before task D in case a=1,"A decision point is introduced immediately after 'Task A'. If the condition 'a=1' is met, the process flow proceeds directly to 'Task D', bypassing any intermediate steps that might have originally existed between 'Task A' and 'Task D'. Otherwise, the process follows the original path(s) that were previously executed between 'Task A' and 'Task D'."
14,True,True,Please add an XOR condition after task C and task D so that the current condition is only executed if a !=1 holds.,"An exclusive gateway is introduced immediately after Task D. The existing process fragment referred to as ""the current condition"" is now executed only if the condition `a != 1` is met, following one branch of this new exclusive gateway. An alternative path is taken if `a = 1`. Both branches converge at a subsequent joining exclusive gateway."
15,True,False,condition on a is introduced ,NA
16,True,False,"if variable a = 1, the OR Gateway can be skipped. If otherwise, follow the normal path",NA
