,mapping,epap,user,meaning
0,False,False,e,False
1,True,True,swap the positions of tasks A and B,The order of execution of task 'A' and task 'B' is reversed. Task 'B' will now be executed before task 'A'.
2,True,True,change task A into task B and task B into task A,"The process fragment 'task A' and the process fragment 'task B' exchange their positions within the process, meaning 'task B' will now occur where 'task A' previously was, and 'task A' will now occur where 'task B' previously was."
3,True,True,swap task A with task B,"The execution order of 'task A' and 'task B' is reversed, meaning 'task B' will now occupy the position and sequence flow connections previously held by 'task A', and 'task A' will occupy the position and sequence flow connections previously held by 'task B'."
4,True,False,"In the new model, task B should be checked, if true, task A will be done.",NA
5,True,True,Please switch task A and task B.,The positions of 'task A' and 'task B' in the process flow are exchanged.
6,True,True,Switch task A and task B,The sequential order of 'task A' and 'task B' is reversed.
7,True,True,Swap task A with task B. Don't change the rest of the structure.,"The positions of 'task A' and 'task B' are exchanged. All sequence flows that previously connected to 'task A' now connect to 'task B', and all sequence flows that previously connected to 'task B' now connect to 'task A'."
8,True,True,switch task A and task B,"The execution order of ""task A"" and ""task B"" is reversed."
9,True,False,Switch task b and task a. Task B should be the first task in the chain and task A is exclusive to if the status is true.,"The process starts with Task B. After Task B, an exclusive gateway is introduced. If the status is true, Task A is executed. Otherwise, Task A is skipped."
10,True,True,switch the positions of task b and task a with each other,"The execution order of 'task b' and 'task a' is reversed. 'task b' will now be executed before 'task a', assuming 'task a' was originally executed before 'task b'."
11,True,True,swap the positions of task A and task B while everything stays the same,"The execution order of Task A and Task B is reversed. The sequence flow that previously led to Task A now leads to Task B, and the sequence flow that previously exited Task B now exits Task A."
12,True,True,change task a and task b's position for each other,"The process fragment consisting of 'task a' is swapped with the process fragment consisting of 'task b'. This means that 'task a' will now be executed in the position previously occupied by 'task b', and 'task b' will now be executed in the position previously occupied by 'task a'."
13,True,True,swap tasks A and B,"The positions of task 'A' and task 'B' in the process flow are exchanged. The sequence flow that previously led to and from task 'A' will now apply to task 'B', and the sequence flow that previously led to and from task 'B' will now apply to task 'A'."
14,True,True,Please exchange task A and task B with each other.,"The execution order of Task A and Task B will be reversed; Task B will now be performed where Task A was previously, and Task A will now be performed where Task B was previously."
15,True,True,taskA and Task B were interchanged ,"The activities 'taskA' and 'Task B' have exchanged their positions within the process flow. This means that any sequence flow that previously led to 'taskA' now leads to 'Task B', and any sequence flow that previously led to 'Task B' now leads to 'taskA'. Similarly, any sequence flow that previously originated from 'taskA' now originates from 'Task B', and any sequence flow that previously originated from 'Task B' now originates from 'taskA'."
16,True,True,Task A and B should be switched,"The execution order of Task A and Task B is reversed, meaning Task B will now be performed before Task A."
17,True,True,Swap the labels 'task A' and 'task B'.,NA
18,True,True,Switch task A with task B,"The positions of 'task A' and 'task B' in the process flow will be exchanged. 'Task A' will now inherit the incoming and outgoing sequence flows that previously connected to 'task B', and 'task B' will now inherit the incoming and outgoing sequence flows that previously connected to 'task A'."
19,True,True,Please swap task A with task B,"The existing task A is replaced by task B in its current position, and the existing task B is replaced by task A in its current position, effectively exchanging their places in the process flow along with their incoming and outgoing sequence flows."
20,True,True,swap task and task B,NA
21,True,True,please swap task A and task B.,"The execution order of 'task A' and 'task B' is reversed. If 'task A' was executed before 'task B', 'task B' will now be executed before 'task A', and vice-versa."
22,True,True,exchange task A and task B,"The execution order of 'task A' and 'task B' is reversed. 'Task B' will now be performed where 'task A' was previously executed, and 'task A' will now be performed where 'task B' was previously executed, along with their respective incoming and outgoing sequence flows."
23,True,True,Switching task a and b,The execution order of task 'a' and task 'b' will be reversed.
24,False,False,"rename Task A to task B and task A to task B, essentially changing the 2 tasks",False
25,True,True,Switch task A and B,The execution order of 'Task A' and 'Task B' is reversed. 'Task B' will now be performed before 'Task A' in the process flow.
26,False,False,"Swap the label between ""task A"" and ""task B"". Do not make any other changes.",False
27,False,False,"at the start, add task B. replace task B inside the conditional branch with task A.",False
28,True,True,Switch task A and task B,"The existing task ""A"" and task ""B"" will exchange their positions and all their incoming and outgoing sequence flows. This means that the activities performed by task ""A"" will now occur where task ""B"" previously was, and the activities performed by task ""B"" will now occur where task ""A"" previously was, effectively swapping their execution order and context within the process."
29,True,True,"Switch tasks A and B, so the first task in the process is task B. ","The process flow is modified by swapping the positions of Task A and Task B. Task B now becomes the first task in the process, directly following the Start Event, and Task A follows Task B."
30,True,True,Please exchange Task A with Task B and vice versa,"The activity currently performed by 'Task A' will now be performed by 'Task B', and the activity currently performed by 'Task B' will now be performed by 'Task A'. All incoming and outgoing sequence flows, data associations, and other connections previously associated with 'Task A' will now be associated with 'Task B', and vice versa."
31,True,True,Switch task A and task B.,The execution order of Task A and Task B is swapped.
32,True,True,Switch the places of tasks A and B.,The execution order of Task A and Task B is reversed. Task B will now be performed before Task A.
33,False,False,Replace the Name of Task A with Task B and Task B with Task A,False
34,True,True,"Replace task A with task B, and task B with task A",Task A and Task B exchange their positions within the process flow.
35,True,True,switch the place of task a and b ,The execution order of 'task a' and 'task b' is reversed.
36,True,False,"Task A is replaced by B, and the conditionally B in case of a true task A, is not replaced by A.",NA
37,True,True,swap task a and task b with the same conditional logic ,"The positions of 'task a' and 'task b' are exchanged within the process model. The conditional logic (e.g., conditions on incoming or outgoing sequence flows) previously associated with 'task a' will now apply to 'task b' in its new position, and the conditional logic previously associated with 'task b' will now apply to 'task a' in its new position."
38,True,True,Switching the spots of task A and B. ,"The process is modified by exchanging the positions of Task A and Task B. The sequence flow that previously led to Task A will now lead to Task B, and the sequence flow that previously exited Task A will now exit Task B. Conversely, the sequence flow that previously led to Task B will now lead to Task A, and the sequence flow that previously exited Task B will now exit Task A."
