,mapping,epap,user,meaning
0,False,False,n,False
1,True,True,delete the whole branch with condition c,NA
2,True,False,delete the c condition,NA
3,True,True,"branch option c, along with all its tasks should be removed",NA
4,True,False,"In the new model, condition c, task E and task F should be deleted.",NA
5,True,True,"Eliminate the branch that contains task E and task F. Ignore the possibility that task A can return ""c"". ",NA
6,True,False,Delete condition c from the model,NA
7,True,True,In the input process model there are three pathways in the or-gate. Fully remove the path labeled with 'c' and all the tasks it consists of. The resulting output process model therefore only has the two paths 'a' and 'b' in the or-gate.,"The process is modified by completely removing the branch labeled 'c' and all its associated tasks and elements that originated from the splitting OR-gateway. The OR-gateway will now only have two outgoing branches, 'a' and 'b'."
8,True,True,Remove option c of the or condition,NA
9,True,True,Remove Case if status after task A is „c“. We do not need the condition for c including all the task that would have been done exclusively there.,"The branch associated with the condition ""status after task A is 'c'"" and all its subsequent activities will be removed from the process."
10,True,True,delete path c and its tasks from the model,"The modification removes the entire branch identified as 'path c', including all its associated tasks, events, and any intermediate gateways, along with the sequence flows that constitute this path. If, as a result of this deletion, a gateway (e.g., an Exclusive Gateway or Parallel Gateway) is left with only one incoming or outgoing sequence flow, that gateway will also be removed to simplify the process flow."
11,True,False,"Add an alternate path for reaching X that is checking if X returns c. If X returns C, then move to task E and task F and finally the second X consequently. ",NA
12,True,True,delete condition c and resulting tasks for first xor gate,"The modification removes the entire branch of the process model that originates from the first exclusive gateway and is associated with 'condition c', including all tasks and subsequent elements within that specific path."
13,True,True,remove option c ,NA
14,True,True,Please remove the condition case c including task E and task F,The branch starting with condition 'c' and containing Task E and Task F is removed.
15,True,True,Branch c was removed,The entire branch identified as 'c' is removed from the process model.
16,True,True,delete the c Case in the OR Gateway,NA
17,True,False,"Remove the transitions 'task E', 'task F' and their corresponding edges, including the edges annotations. ","The modification removes 'task E' and 'task F' from the process, along with all sequence flows connected to or from these tasks, and any annotations on those sequence flows."
18,True,True,Remove the path for choice = c,NA
19,True,True,in the xor please remove the branch with the condition c from the model,NA
20,True,True,remove alternative branch containing tasks E and F (no replacement by empty branch),The alternative execution path containing tasks E and F is completely removed from the process model.
