,ids,similarity
0,0,0.5252144082332763
1,1,1.0
2,2,0.6095467953875033
3,3,1.0
4,4,0.9334770557437636
5,5,1.0
6,6,0.7653194263363755
7,7,0.6363636363636364
8,8,0.5439775910364145
9,9,0.5446500402252615
10,10,0.5252144082332763
11,11,0.6044817927170868
12,12,1.0
13,13,1.0
14,14,0.9090909090909091
15,15,0.5439775910364145
16,16,0.5692307692307692
17,17,0.6363636363636364
18,18,1.0
19,19,1.0
20,20,1.0
21,21,1.0
22,22,1.0
23,23,0.5692307692307692
24,24,0.5252144082332763
25,25,0.7272727272727273
26,26,1.0
27,27,1.0
28,28,0.6095467953875033
29,29,0.6363636363636364
30,30,1.0
31,31,0.5692307692307692
32,32,1.0
33,33,1.0
34,34,0.6363636363636364
35,35,1.0
36,36,0.9334770557437636
37,37,1.0
38,38,0.5252144082332763
39,39,1.0
40,40,0.4438095238095238
41,41,0.4566037735849057
42,42,1.0
43,43,0.4262038774233896
44,44,0.6095467953875033
45,45,1.0
46,46,0.5859865220689963
47,47,0.4438095238095238
48,48,0.4438095238095238
49,49,1.0
50,50,0.5692307692307692
51,51,1.0
52,52,1.0
53,53,0.6363636363636364
54,54,0.5692307692307692
55,55,1.0
56,56,0.5692307692307692
57,57,1.0
58,58,0.5692307692307692
59,59,0.6095467953875033
60,60,0.6095467953875033
61,61,0.5479139504563233
62,62,0.5252144082332763
63,63,1.0
