,ids,similarity
0,0,0.6099502487562188
1,1,1.0
2,2,0.6293297345928923
3,3,1.0
4,4,0.619047619047619
5,5,1.0
6,6,0.6099502487562188
7,7,1.0
8,8,1.0
9,9,1.0
10,10,0.8571428571428571
11,11,1.0
12,12,0.7830033003300331
13,13,1.0
14,14,0.6099502487562188
15,15,1.0
16,16,1.0
17,17,0.9037080945794638
18,18,0.7627337201805287
19,19,1.0
20,20,1.0
21,21,1.0
22,22,1.0
23,23,0.6099502487562188
24,24,0.6099502487562188
25,25,1.0
26,26,1.0
27,27,1.0
28,28,1.0
29,29,1.0
30,30,0.8054054054054054
31,31,1.0
32,32,0.8054054054054054
33,33,1.0
34,34,0.8054054054054054
35,35,1.0
36,36,1.0
37,37,1.0
38,38,0.6099502487562188
39,39,1.0
40,40,0.8054054054054054
41,41,1.0
42,42,1.0
43,43,1.0
44,44,1.0
45,45,0.9285714285714286
46,46,0.7627337201805287
47,47,0.6099502487562188
48,48,0.8974358974358974
49,49,0.8054054054054054
50,50,0.7264957264957264
51,51,1.0
52,52,1.0
53,53,1.0
54,54,1.0
55,55,1.0
56,56,1.0
57,57,1.0
58,58,0.6099502487562188
59,59,1.0
60,60,0.829059829059829
61,61,0.6410256410256411
62,62,0.5821738253680177
63,63,0.7198879551820728
