,ids,similarity
0,0,0.8609867777949273
1,1,0.9233193277310923
2,2,0.7707163295989137
3,3,0.9233193277310923
4,4,0.9233193277310923
5,5,1.0
6,6,0.8609867777949273
7,7,0.7407407407407407
8,8,0.9233193277310923
9,9,0.9233193277310923
10,10,1.0
11,11,1.0
12,12,1.0
13,13,0.7777777777777778
14,14,0.9233193277310923
15,15,1.0
16,16,1.0
17,17,0.7407407407407407
18,18,0.9233193277310923
19,19,1.0
20,20,0.9233193277310923
21,21,1.0
22,22,0.9618347338935573
23,23,0.9233193277310923
24,24,0.9233193277310923
25,25,0.9233193277310923
26,26,0.9233193277310923
27,27,0.9618347338935573
28,28,0.9629629629629629
29,29,0.7860889624391956
30,30,0.8896678214795192
31,31,1.0
32,32,0.9233193277310923
33,33,0.9233193277310923
34,34,0.9233193277310923
35,35,0.9618347338935573
36,36,0.8609867777949273
37,37,0.9233193277310923
38,38,0.8609867777949273
39,39,1.0
40,40,0.8775438023724019
41,41,1.0
42,42,0.9618347338935573
43,43,1.0
44,44,1.0
45,45,1.0
46,46,0.7862106740611413
47,47,0.9233193277310923
48,48,0.9233193277310923
49,49,0.9618347338935573
50,50,0.9233193277310923
51,51,0.9233193277310923
52,52,0.9233193277310923
53,53,0.6551120448179272
54,54,1.0
55,55,1.0
56,56,0.9233193277310923
57,57,0.9233193277310923
58,58,0.9233193277310923
59,59,1.0
60,60,1.0
61,61,0.8360956623594625
62,62,0.9629629629629629
63,63,0.9233193277310923
