,ids,similarity
0,0,0.5252144082332763
1,1,1.0
2,2,0.8062893081761007
3,3,0.8062893081761007
4,4,0.5794871794871795
5,5,1.0
6,6,0.7777777777777778
7,7,1.0
8,8,0.8062893081761007
9,9,1.0
10,10,0.8062893081761007
11,11,0.7663971248876909
12,12,0.8062893081761007
13,13,1.0
14,14,0.7663971248876909
15,15,0.7663971248876909
16,16,1.0
17,17,1.0
18,18,1.0
19,19,1.0
20,20,1.0
21,21,1.0
22,22,0.8062893081761007
23,23,1.0
24,24,0.5252144082332763
25,25,1.0
26,26,1.0
27,27,1.0
28,28,0.8062893081761007
29,29,1.0
30,30,1.0
31,31,1.0
32,32,1.0
33,33,0.8062893081761007
34,34,1.0
35,35,1.0
36,36,0.7346666666666667
37,37,1.0
38,38,0.5252144082332763
39,39,1.0
40,40,0.5794871794871795
41,41,1.0
42,42,1.0
43,43,0.8062893081761007
44,44,0.8062893081761007
45,45,1.0
46,46,0.7663971248876909
47,47,0.8062893081761007
48,48,1.0
49,49,1.0
50,50,1.0
51,51,1.0
52,52,1.0
53,53,1.0
54,54,0.7749999999999999
55,55,1.0
56,56,1.0
57,57,1.0
58,58,0.7011494252873564
59,59,1.0
60,60,0.8062893081761007
61,61,0.7320574162679426
62,62,0.5938250428816467
63,63,0.8062893081761007
